episode,step,agent0_energy_min,agent0_attention_min,agent1_energy_min,agent1_attention_min
7500, 374950, -41.6, -7.65, -48.29, -0.14
7600, 379950, -40.95, -8.5, -47.75, -0.44
7700, 384950, -45.35, -4.33, -47.81, -0.3
7800, 389950, -42.22, -6.51, -47.73, -0.42
7900, 394950, -43.82, -5.29, -46.0, -0.17
8000, 399950, -41.2, -8.07, -47.45, -0.27
8100, 404950, -44.05, -5.6, -45.31, -0.62
8200, 409950, -43.19, -5.52, -47.02, -0.81
8300, 414950, -42.44, -6.61, -47.85, -0.45
8400, 419950, -42.46, -6.1, -46.54, -1.01
8500, 424950, -45.38, -4.4, -47.94, -0.42
8600, 429950, -42.8, -6.52, -48.63, -0.26
8700, 434950, -44.62, -4.64, -47.63, -0.43
8800, 439950, -43.36, -5.16, -46.54, -0.95
8900, 444950, -46.42, -3.15, -47.31, -1.02
9000, 449950, -44.57, -5.18, -48.04, -0.24
9100, 454950, -40.3, -9.27, -47.99, -0.72
9200, 459950, -45.48, -3.82, -47.22, -0.54
9300, 464950, -47.6, -2.02, -45.33, -1.69
9400, 469950, -44.82, -4.8, -46.43, -0.37
9500, 474950, -42.27, -7.13, -47.23, -0.26
9600, 479950, -45.01, -4.52, -46.4, -0.51
9700, 484950, -42.59, -6.52, -47.96, -0.51
9800, 489950, -45.46, -3.54, -47.23, -0.51
9900, 494950, -45.39, -3.57, -43.7, -0.56
10000, 499950, -45.2, -4.54, -46.92, -0.19
10100, 504950, -44.17, -5.44, -45.68, -0.18
10200, 509950, -45.02, -4.58, -46.49, -0.11
10300, 514950, -45.31, -4.12, -46.86, -0.23
10400, 519950, -46.14, -3.31, -46.27, -0.12
10500, 524950, -47.05, -2.63, -46.74, -0.01
10600, 529950, -45.86, -3.14, -43.65, -0.04
10700, 534950, -46.53, -2.85, -46.34, 0.0
10800, 539950, -45.68, -3.79, -46.79, -0.06
10900, 544950, -47.15, -2.47, -47.13, -0.44
11000, 549950, -46.76, -2.81, -47.1, -0.03
11100, 554950, -44.23, -5.43, -46.33, 0.0
11200, 559950, -44.74, -4.34, -46.8, -0.01
11300, 564950, -46.5, -2.11, -46.36, -0.03
11400, 569950, -47.53, -2.31, -46.52, -0.06
11500, 574950, -47.06, -2.34, -46.91, -0.51
11600, 579950, -47.59, -1.88, -46.2, -0.03
11700, 584950, -47.1, -2.74, -46.37, -0.1
11800, 589950, -47.83, -1.98, -46.43, -0.02
11900, 594950, -47.71, -1.81, -45.37, -0.05
12000, 599950, -47.75, -1.77, -46.09, -0.02
12100, 604950, -47.69, -1.93, -46.23, -0.02
12200, 609950, -48.23, -1.65, -46.33, -0.09
12300, 614950, -47.3, -2.31, -44.26, -3.21
12400, 619950, -47.44, -1.85, -38.34, -0.14
12500, 624950, -47.67, -1.72, -43.51, -0.05
12600, 629950, -48.67, -1.11, -43.65, -0.07
12700, 634950, -46.29, -3.51, -41.97, -0.03
12800, 639950, -48.18, -1.46, -44.26, 0.0
12900, 644950, -47.49, -2.08, -44.43, -0.47
13000, 649950, -46.57, -2.65, -40.37, -4.78
13100, 654950, -45.68, -3.83, -41.86, -0.86
13200, 659950, -45.55, -3.61, -42.51, 0.0
13300, 664950, -48.68, -0.8, -44.53, -0.07
13400, 669950, -46.27, -3.11, -42.68, -0.05
13500, 674950, -45.83, -3.79, -43.92, -0.3
13600, 679950, -44.97, -4.67, -45.3, -0.14
13700, 684950, -45.83, -3.88, -46.13, -0.57
13800, 689950, -49.02, -0.65, -45.66, -0.31
13900, 694950, -46.68, -2.09, -47.65, -0.51
14000, 699950, -45.28, -4.41, -46.82, -0.25
14100, 704950, -46.08, -3.67, -46.96, -0.1
14200, 709950, -44.9, -4.75, -44.94, -0.21
14300, 714950, -47.21, -2.56, -47.0, -0.05
14400, 719950, -46.55, -3.27, -47.16, -0.16
14500, 724950, -48.63, -1.24, -47.9, -0.09
14600, 729950, -46.86, -3.03, -47.15, -0.11
14700, 734950, -45.26, -4.55, -47.01, -0.03
14800, 739950, -47.44, -2.41, -45.85, -0.21
14900, 744950, -46.51, -3.22, -47.34, -0.74
15000, 749950, -45.48, -4.36, -44.49, -2.0
15100, 754950, -44.43, -5.23, -45.77, -2.22
15200, 759950, -35.55, -10.62, -46.84, -1.26
15300, 764950, -32.88, -15.42, -46.36, -1.21
15400, 769950, -38.66, -10.73, -47.88, -1.0
15500, 774950, -44.52, -5.26, -47.8, -0.37
15600, 779950, -38.49, -10.88, -48.13, -0.11
15700, 784950, -34.77, -15.0, -47.76, -0.05
15800, 789950, -36.24, -13.19, -48.0, -0.01
15900, 794950, -36.85, -11.95, -47.45, -0.04
16000, 799950, -35.06, -14.13, -47.84, -0.01
16100, 804950, -37.93, -11.14, -44.82, -0.27
16200, 809950, -36.34, -9.52, -46.51, -0.12
16300, 814950, -47.43, -1.19, -46.73, -0.2
16400, 819950, -46.84, -1.23, -47.1, -0.2
16500, 824950, -39.93, -7.75, -48.53, -0.08
16600, 829950, -37.61, -9.68, -48.72, -0.11
16700, 834950, -45.93, -2.36, -47.96, -0.16
16800, 839950, -47.39, -2.46, -47.93, -0.03
16900, 844950, -47.94, -1.24, -47.99, -0.13
17000, 849950, -47.0, -2.15, -48.12, -0.09
17100, 854950, -47.14, -1.83, -48.11, -0.2
17200, 859950, -47.88, -1.48, -47.72, -0.2
17300, 864950, -47.23, -0.95, -48.45, -0.03
17400, 869950, -47.24, -2.0, -48.34, 0.0
17500, 874950, -47.95, -1.18, -48.64, 0.0
17600, 879950, -48.79, -0.63, -48.43, 0.0
17700, 884950, -48.42, -0.87, -49.18, 0.0
17800, 889950, -47.41, -1.29, -48.08, -0.02
17900, 894950, -47.38, -1.17, -48.33, -0.03
18000, 899950, -47.75, -0.59, -49.13, -0.01
18100, 904950, -48.31, -1.24, -48.92, -0.01
18200, 909950, -47.23, -1.12, -48.35, 0.0
18300, 914950, -47.31, -1.11, -48.65, -0.02
18400, 919950, -48.64, -0.95, -48.85, -0.02
18500, 924950, -49.14, -0.4, -48.79, -0.01
18600, 929950, -48.96, -0.91, -47.99, -0.01
18700, 934950, -48.46, -0.84, -48.74, 0.0
18800, 939950, -48.41, -0.31, -48.4, -0.03
18900, 944950, -48.48, -0.7, -48.73, -0.02
19000, 949950, -47.17, -1.6, -48.43, -0.03
19100, 954950, -46.37, -1.3, -48.28, -0.01
19200, 959950, -45.17, -1.37, -48.69, 0.0
19300, 964950, -47.07, -1.09, -48.66, -0.01
19400, 969950, -44.97, -1.5, -48.4, -0.01
19500, 974950, -46.49, -1.46, -48.37, 0.0
19600, 979950, -45.62, -1.61, -48.44, 0.0
19700, 984950, -46.46, -0.92, -48.23, -0.03
19800, 989950, -47.21, -0.82, -49.08, -0.01
19900, 994950, -47.37, -0.82, -49.28, -0.02
20000, 999950, -48.35, -1.48, -49.06, 0.0
20100, 1004950, -48.12, -1.58, -49.35, -0.03
20200, 1009950, -48.61, -1.19, -48.86, -0.01
20300, 1014950, -48.15, -0.72, -48.48, 0.0
20400, 1019950, -48.17, -0.85, -48.02, -0.01
20500, 1024950, -47.82, -0.76, -48.86, -0.02
20600, 1029950, -48.74, -0.69, -48.33, -0.02
20700, 1034950, -48.62, -1.0, -48.76, -0.03
20800, 1039950, -49.37, -0.52, -48.7, -0.02
20900, 1044950, -47.77, -1.29, -49.27, 0.0
21000, 1049950, -47.48, -1.87, -49.15, -0.02
21100, 1054950, -45.33, -4.22, -48.26, -0.18
21200, 1059950, -47.91, -1.22, -48.8, -0.03
21300, 1064950, -44.3, -3.46, -48.53, -0.16
21400, 1069950, -47.21, -2.44, -48.32, -0.5
21500, 1074950, -48.37, -1.4, -48.74, -0.3
21600, 1079950, -47.42, -2.23, -48.91, -0.25
21700, 1084950, -45.4, -4.34, -48.84, -0.25
21800, 1089950, -42.98, -4.38, -48.19, -0.13
21900, 1094950, -43.88, -4.01, -49.11, -0.07
22000, 1099950, -43.83, -0.71, -48.57, 0.0
22100, 1104950, -48.21, -1.31, -48.23, -0.03
22200, 1109950, -47.38, -0.96, -48.79, -0.6
22300, 1114950, -49.67, -0.13, -48.27, -0.88
22400, 1119950, -49.19, -0.54, -49.1, -0.41
22500, 1124950, -49.72, -0.08, -48.86, -0.5
22600, 1129950, -48.74, -0.05, -48.93, -0.53
22700, 1134950, -47.09, -0.09, -48.71, -0.7
22800, 1139950, -21.52, -3.62, -48.14, -0.9
22900, 1144950, -44.8, -4.98, -48.83, -0.46
23000, 1149950, -46.43, -3.5, -48.66, -0.71
23100, 1154950, -49.12, -0.86, -49.1, -0.37
23200, 1159950, -44.83, -5.16, -49.07, -0.19
23300, 1164950, -44.86, -4.98, -49.15, -0.14
23400, 1169950, -42.55, -7.01, -48.98, -0.41
23500, 1174950, -44.89, -4.94, -47.28, -0.6
23600, 1179950, -46.01, -3.89, -47.51, -1.76
23700, 1184950, -47.9, -1.72, -46.8, -2.11
23800, 1189950, -47.38, -1.25, -48.25, -0.6
23900, 1194950, -45.37, -0.66, -48.72, -0.6
24000, 1199950, -48.35, -0.98, -48.48, -0.62
24100, 1204950, -47.89, -1.51, -47.78, -1.25
24200, 1209950, -46.69, -1.15, -47.93, -1.08
24300, 1214950, -41.35, -0.84, -48.87, -0.56
24400, 1219950, -41.39, -1.11, -47.83, -1.21
24500, 1224950, -44.43, -2.06, -48.78, -0.46
24600, 1229950, -43.37, -4.62, -48.45, -0.63
24700, 1234950, -48.4, -1.53, -48.52, -0.86
24800, 1239950, -48.71, -1.24, -48.22, -0.79
24900, 1244950, -47.0, -0.75, -47.76, -0.83
25000, 1249950, -44.44, -5.53, -47.88, -0.77
25100, 1254950, -45.56, -4.41, -48.1, -0.76
25200, 1259950, -48.52, -1.47, -47.62, -0.58
25300, 1264950, -47.14, -2.7, -48.4, -0.56
25400, 1269950, -40.59, -0.99, -48.09, -1.08
25500, 1274950, -45.32, -4.68, -48.26, -0.94
25600, 1279950, -41.49, -8.46, -47.96, -0.79
25700, 1284950, -41.06, -8.92, -48.16, -0.91
25800, 1289950, -36.5, -13.04, -47.59, -1.29
25900, 1294950, -41.1, -8.82, -48.27, -0.88
26000, 1299950, -36.7, -9.0, -46.38, -0.65
26100, 1304950, -27.62, -10.98, -45.94, -0.93
26200, 1309950, -19.25, -11.81, -47.74, -1.22
26300, 1314950, -22.49, -9.82, -48.65, -0.75
26400, 1319950, -30.85, -9.48, -48.07, -1.03
26500, 1324950, -42.85, -5.89, -48.48, -0.63
26600, 1329950, -39.11, -9.29, -47.05, -1.06
26700, 1334950, -43.07, -5.85, -39.44, -1.41
26800, 1339950, -41.93, -6.27, -44.37, -0.88
26900, 1344950, -38.14, -11.33, -48.1, -0.29
27000, 1349950, -43.41, -6.06, -49.41, -0.02
27100, 1354950, -40.08, -9.56, -49.18, -0.04
27200, 1359950, -43.29, -6.56, -49.24, -0.3
27300, 1364950, -42.81, -6.41, -48.96, -0.69
27400, 1369950, -43.76, -5.81, -48.38, -1.1
27500, 1374950, -48.36, -1.51, -48.34, -0.99
27600, 1379950, -45.55, -4.35, -48.88, -0.07
27700, 1384950, -48.63, -0.94, -47.8, 0.0
27800, 1389950, -49.68, -0.15, -48.39, -0.07
27900, 1394950, -49.22, -0.05, -48.38, -0.01
28000, 1399950, -48.66, -0.27, -48.68, -0.02
28100, 1404950, -49.03, -0.54, -48.94, 0.0
28200, 1409950, -43.26, -1.45, -49.56, 0.0
28300, 1414950, -48.63, -1.21, -49.36, -0.02
28400, 1419950, -48.64, -1.09, -49.19, -0.01
28500, 1424950, -48.37, -1.4, -48.91, -0.01
28600, 1429950, -48.66, -1.23, -48.67, -0.02
28700, 1434950, -40.94, -4.72, -48.85, -0.01
28800, 1439950, -41.96, -6.0, -49.34, -0.02
28900, 1444950, -40.19, -8.57, -49.14, -0.02
29000, 1449950, -34.47, -4.75, -49.42, -0.01
29100, 1454950, -40.34, -6.75, -49.29, -0.01
29200, 1459950, -42.17, -7.63, -49.46, 0.0
29300, 1464950, -43.18, -6.78, -49.43, -0.02
29400, 1469950, -45.49, -4.44, -48.8, 0.0
29500, 1474950, -45.25, -4.7, -48.92, -0.02
29600, 1479950, -47.61, -2.33, -46.55, -0.01
29700, 1484950, -46.2, -3.66, -45.24, -0.01
29800, 1489950, -46.33, -3.41, -38.71, -0.02
29900, 1494950, -46.68, -3.18, -41.99, 0.0
30000, 1499950, -45.55, -4.04, -44.21, -0.01
30100, 1504950, -48.04, -1.76, -48.96, 0.0
30200, 1509950, -46.33, -2.8, -48.35, -0.01
30300, 1514950, -49.08, -0.67, -43.89, -0.02
30400, 1519950, -49.5, -0.35, -40.61, -0.02
30500, 1524950, -49.63, -0.27, -41.15, -0.01
30600, 1529950, -49.42, -0.5, -39.68, -0.02
30700, 1534950, -49.71, -0.16, -42.04, -0.04
30800, 1539950, -49.54, -0.41, -40.93, -0.01
30900, 1544950, -49.42, -0.24, -41.48, -0.02
31000, 1549950, -49.61, -0.27, -35.87, -0.01
31100, 1554950, -49.76, -0.19, -36.38, -0.02
31200, 1559950, -49.32, -0.59, -38.48, -0.07
31300, 1564950, -47.95, -1.91, -42.97, -0.04
31400, 1569950, -48.56, -1.35, -46.24, -0.42
31500, 1574950, -43.76, -5.95, -43.7, -5.21
31600, 1579950, -45.56, -4.23, -45.97, -3.24
31700, 1584950, -46.06, -3.66, -48.16, -1.44
31800, 1589950, -47.38, -2.15, -49.69, -0.21
31900, 1594950, -40.61, -0.5, -49.71, -0.05
32000, 1599950, -43.36, -2.85, -49.16, -0.52
32100, 1604950, -47.0, -2.84, -49.32, -0.31
32200, 1609950, -48.61, -0.2, -46.73, -1.24
32300, 1614950, -49.31, -0.08, -48.75, -0.56
32400, 1619950, -48.55, -0.08, -48.55, -0.83
32500, 1624950, -43.54, -0.91, -48.69, -0.49
32600, 1629950, -40.79, -0.1, -48.51, -1.03
32700, 1634950, -48.12, -0.09, -48.47, -0.86
32800, 1639950, -49.69, 0.0, -48.14, -0.22
32900, 1644950, -49.41, -0.11, -48.66, -0.49
33000, 1649950, -49.61, -0.17, -49.22, -0.04
33100, 1654950, -49.61, -0.16, -48.95, -0.14
33200, 1659950, -48.5, -1.26, -49.3, -0.18
33300, 1664950, -49.3, -0.38, -49.49, -0.11
33400, 1669950, -49.35, -0.2, -48.84, -0.12
33500, 1674950, -49.72, -0.08, -48.59, -0.44
33600, 1679950, -49.73, -0.03, -47.53, -1.91
33700, 1684950, -49.59, -0.09, -48.64, -0.78
33800, 1689950, -49.23, -0.02, -48.82, -0.38
33900, 1694950, -45.46, -0.05, -49.19, -0.39
34000, 1699950, -49.29, -0.17, -48.86, -0.08
34100, 1704950, -49.44, -0.21, -48.39, -0.52
34200, 1709950, -49.67, -0.02, -47.75, -1.63
34300, 1714950, -49.4, -0.08, -48.21, -0.59
34400, 1719950, -46.36, -0.09, -47.69, -0.01
34500, 1724950, -44.86, -0.08, -48.41, -0.39
34600, 1729950, -41.1, -0.06, -47.67, -1.08
34700, 1734950, -39.38, -0.07, -48.37, -0.14
34800, 1739950, -39.83, -0.14, -47.16, -1.18
34900, 1744950, -47.83, -0.03, -46.27, -2.18
35000, 1749950, -44.4, -0.04, -47.79, -0.54
35100, 1754950, -44.64, -0.04, -48.08, -0.06
35200, 1759950, -47.71, -0.06, -47.97, 0.0
35300, 1764950, -44.91, -0.06, -48.88, -0.02
35400, 1769950, -46.3, -0.06, -46.72, 0.0
35500, 1774950, -46.86, -0.04, -45.42, -0.01
35600, 1779950, -41.92, -0.03, -47.34, -0.01
35700, 1784950, -42.1, -0.01, -46.57, -0.05
35800, 1789950, -39.47, -0.05, -45.7, -0.44
35900, 1794950, -44.53, -0.06, -45.81, -1.62
36000, 1799950, -45.95, -0.05, -49.19, -0.2
36100, 1804950, -47.15, -0.05, -48.98, -0.32
36200, 1809950, -46.95, -0.55, -49.1, -0.38
36300, 1814950, -47.49, -0.4, -48.45, -0.76
36400, 1819950, -47.22, -0.16, -49.21, -0.22
36500, 1824950, -48.84, -0.04, -47.07, -0.75
36600, 1829950, -46.54, -0.06, -43.79, -0.21
36700, 1834950, -47.0, -0.11, -43.96, 0.0
36800, 1839950, -44.99, -0.08, -49.04, -0.01
36900, 1844950, -43.2, -1.02, -46.88, -0.02
37000, 1849950, -41.07, -2.15, -46.12, -0.03
37100, 1854950, -42.98, -2.59, -46.43, -0.03
37200, 1859950, -40.03, -3.87, -46.92, -0.02
37300, 1864950, -42.57, -3.92, -42.69, -0.04
37400, 1869950, -42.03, -6.85, -47.53, -0.05
37500, 1874950, -46.31, -1.92, -47.96, -0.05
37600, 1879950, -44.53, -1.01, -48.87, -0.01
37700, 1884950, -41.99, -1.33, -47.93, -0.04
37800, 1889950, -39.76, -1.39, -49.57, -0.21
37900, 1894950, -40.47, -2.13, -49.39, -0.21
38000, 1899950, -42.55, -0.51, -49.36, -0.37
38100, 1904950, -44.82, -0.07, -47.84, -0.39
38200, 1909950, -40.97, -0.12, -42.08, -0.2
38300, 1914950, -42.67, -0.22, -46.92, 0.0
38400, 1919950, -45.48, -0.56, -47.62, -0.04
38500, 1924950, -41.46, -0.58, -46.75, -0.14
38600, 1929950, -40.6, -1.62, -47.34, -0.2
38700, 1934950, -39.23, -0.39, -47.36, -0.41
38800, 1939950, -39.96, -0.61, -48.15, -0.48
38900, 1944950, -40.54, -2.71, -48.97, -0.42
39000, 1949950, -38.14, -0.69, -48.94, -0.48
39100, 1954950, -38.27, -1.36, -48.17, -0.69
39200, 1959950, -42.43, -1.12, -48.38, -0.31
39300, 1964950, -41.45, -1.98, -48.47, -0.11
39400, 1969950, -37.9, -2.28, -48.35, -0.72
39500, 1974950, -41.79, -1.92, -45.72, -0.77
39600, 1979950, -41.12, -0.63, -47.25, -0.11
39700, 1984950, -40.78, -0.31, -47.0, -0.1
39800, 1989950, -42.06, -1.47, -46.43, -0.12
39900, 1994950, -39.74, -1.3, -46.44, -0.16
40000, 1999950, -41.67, -1.06, -46.6, -0.03
