episode,step,agent0_energy_min,agent0_energy_max,agent0_energy_avg,agent1_energy_min,agent1_energy_max,agent1_energy_avg,agent2_energy_min,agent2_energy_max,agent2_energy_avg,agent3_energy_min,agent3_energy_max,agent3_energy_avg
4000, 199950, -34.555, -0.625, -16.797499999999985, -35.4, -0.785, -17.6736, -2.67, -0.1, -1.3758999999999995, -2.155, -0.04, -1.0057
4200, 209950, -28.355, -0.505, -13.4521, -35.63, -0.78, -17.729000000000003, -5.11, -0.27, -2.9194, -1.385, -0.03, -0.7143999999999998
4400, 219950, -29.805, -0.635, -14.726399999999996, -44.57, -0.85, -22.37219999999999, -5.36, -0.235, -2.6641999999999997, -1.435, -0.065, -0.8852999999999999
4600, 229950, -35.975, -0.65, -17.92369999999999, -45.39, -0.88, -22.766399999999997, -4.175, -0.24, -2.6763000000000012, -4.225, -0.125, -2.3156999999999996
4800, 239950, -38.275, -0.735, -18.88529999999999, -41.815, -0.935, -21.298600000000008, -3.41, -0.24, -2.3076000000000008, -1.835, -0.045, -0.9538000000000001
5000, 249950, -34.26, -0.625, -16.651499999999995, -43.93, -0.905, -22.305200000000013, -14.11, -0.41, -7.706000000000001, -0.62, -0.02, -0.3942
5200, 259950, -32.16, -0.61, -16.300700000000003, -43.305, -0.91, -21.988499999999984, -7.66, -0.265, -4.226800000000001, -0.295, -0.005, -0.1296
5400, 269950, -36.365, -0.73, -18.368899999999986, -43.25, -0.935, -22.183099999999996, -3.9, -0.25, -2.3853000000000004, -2.535, -0.145, -1.6007999999999996
5600, 279950, -34.72, -0.755, -17.7092, -46.57, -0.935, -23.66179999999999, -6.625, -0.24, -3.567499999999999, -0.34, -0.01, -0.19840000000000002
5800, 289950, -36.285, -0.735, -18.619500000000002, -44.03, -0.965, -22.687899999999996, -7.17, -0.295, -4.0507, -0.945, -0.04, -0.5795
6000, 299950, -32.915, -0.77, -17.204499999999992, -36.96, -0.975, -19.785300000000003, -7.08, -0.37, -4.0029, -0.12, -0.02, -0.0898
6200, 309950, -35.495, -0.76, -18.080600000000008, -36.425, -0.965, -19.678200000000004, -6.295, -0.36, -3.8758, -0.47, -0.045, -0.30310000000000004
6400, 319950, -32.305, -0.76, -16.880100000000002, -36.64, -0.945, -19.6455, -5.855, -0.435, -3.8783999999999996, -0.535, -0.03, -0.39260000000000006
6600, 329950, -29.715, -0.8, -16.2722, -37.445, -0.97, -19.847799999999992, -7.385, -0.32, -4.330899999999999, -1.72, -0.085, -1.1794000000000004
6800, 339950, -30.96, -0.875, -16.85490000000001, -37.1, -0.975, -20.309799999999985, -4.525, -0.34, -3.2441000000000004, -0.285, -0.02, -0.24669999999999997
7000, 349950, -33.56, -0.82, -17.5879, -29.515, -0.96, -17.152299999999997, -10.67, -0.385, -5.9167, -0.44, -0.05, -0.3202999999999999
7200, 359950, -36.74, -0.83, -18.89429999999999, -32.91, -0.97, -18.759000000000004, -4.44, -0.285, -3.0063999999999997, -0.185, -0.015, -0.16369999999999998
7400, 369950, -36.2, -0.805, -18.78869999999999, -34.51, -0.975, -19.3132, -8.72, -0.485, -5.624500000000001, -0.57, -0.065, -0.4652999999999999
7600, 379950, -28.92, -0.73, -15.271899999999993, -33.935, -0.96, -18.838200000000004, -5.28, -0.33, -3.4511000000000003, -0.085, -0.015, -0.0644
7800, 389950, -34.615, -0.92, -18.180699999999998, -44.67, -0.98, -23.02550000000001, -10.24, -0.41, -6.1884999999999994, -0.045, -0.005, -0.0379
8000, 399950, -32.705, -0.87, -17.28119999999999, -44.185, -0.94, -22.951300000000007, -9.445, -0.43, -6.1356, -0.24, -0.035, -0.19309999999999994
8200, 409950, -34.96, -0.865, -18.434399999999993, -38.905, -0.955, -20.98399999999999, -6.625, -0.345, -4.460300000000001, -0.105, -0.005, -0.08200000000000002
8400, 419950, -34.425, -0.885, -17.784799999999994, -35.14, -0.95, -19.695000000000004, -4.93, -0.335, -3.3651999999999993, -0.155, -0.01, -0.0941
8600, 429950, -35.79, -0.75, -17.86709999999999, -34.995, -0.965, -19.590299999999992, -6.34, -0.305, -4.0726, -0.12, -0.01, -0.055600000000000004
8800, 439950, -28.795, -0.895, -16.00799999999999, -43.58, -0.985, -22.682599999999994, -6.545, -0.29, -4.3041, -0.105, -0.005, -0.08209999999999999
9000, 449950, -31.73, -0.96, -17.11249999999999, -32.055, -0.995, -18.61339999999999, -7.475, -0.26, -4.374100000000004, -0.075, 0.0, -0.0358
9200, 459950, -28.265, -0.855, -15.089600000000004, -39.295, -0.98, -21.320500000000003, -7.79, -0.335, -4.519700000000001, -0.14, -0.005, -0.1134
9400, 469950, -21.23, -0.645, -11.684500000000007, -44.935, -0.98, -23.247499999999995, -4.715, -0.24, -3.3528000000000016, -0.09, 0.0, -0.0724
9600, 479950, -20.395, -0.61, -10.802100000000005, -42.71, -0.985, -22.509199999999982, -6.545, -0.305, -4.0183, -0.605, -0.015, -0.3289
9800, 489950, -20.29, -0.465, -10.2366, -45.165, -0.99, -23.4456, -2.865, -0.13, -1.9332000000000005, -0.295, -0.025, -0.2073
10000, 499950, -25.64, -0.59, -13.094199999999987, -42.385, -0.995, -22.365599999999993, -13.445, -0.45, -7.5228, -0.305, -0.03, -0.2498
10200, 509950, -20.08, -0.635, -10.8406, -36.06, -0.995, -20.4371, -4.89, -0.315, -3.3951000000000007, -0.03, 0.0, -0.0179
10400, 519950, -27.6, -0.745, -14.324899999999989, -29.43, -1.0, -17.8789, -4.46, -0.33, -3.1917, -0.15, -0.02, -0.11349999999999999
10600, 529950, -21.315, -0.845, -12.269799999999998, -26.84, -0.975, -17.127500000000005, -6.82, -0.325, -4.3287, -0.15, -0.005, -0.1052
10800, 539950, -26.595, -0.715, -13.899799999999997, -31.11, -0.985, -18.629900000000006, -7.765, -0.255, -4.5188000000000015, -0.55, -0.015, -0.40570000000000006
11000, 549950, -21.24, -0.705, -11.923299999999998, -34.325, -1.0, -19.971000000000004, -5.81, -0.265, -3.7226000000000004, -0.105, -0.005, -0.06509999999999999
11200, 559950, -19.165, -0.5, -9.611600000000001, -37.575, -0.995, -21.0572, -4.85, -0.19, -2.8501, -1.21, -0.05, -0.7586000000000002
11400, 569950, -26.295, -0.78, -13.82699999999999, -36.405, -0.985, -20.826, -10.69, -0.445, -6.083600000000001, -0.12, -0.02, -0.09750000000000002
11600, 579950, -18.93, -0.63, -9.547900000000002, -38.465, -0.99, -21.336299999999998, -6.375, -0.36, -3.8442999999999987, -0.01, -0.005, -0.008400000000000001
11800, 589950, -25.21, -0.76, -13.329599999999989, -40.695, -1.0, -21.705799999999996, -5.955, -0.325, -3.634100000000001, -0.065, -0.01, -0.044500000000000005
12000, 599950, -23.255, -0.76, -13.069499999999996, -43.06, -1.0, -22.938899999999993, -14.475, -0.435, -7.7098999999999975, -0.025, 0.0, -0.0143
12200, 609950, -29.77, -0.795, -15.537099999999995, -37.84, -1.0, -20.959799999999994, -20.57, -0.575, -10.487, -0.075, 0.0, -0.04850000000000001
12400, 619950, -27.585, -0.925, -15.440399999999986, -33.255, -1.0, -19.153499999999998, -6.64, -0.4, -4.074500000000001, -0.03, 0.0, -0.021
12600, 629950, -28.445, -0.875, -15.308099999999998, -37.525, -1.0, -20.7022, -8.725, -0.43, -5.603100000000001, -0.075, -0.01, -0.055099999999999996
12800, 639950, -23.185, -0.745, -12.799199999999994, -38.665, -0.975, -21.1914, -8.81, -0.515, -5.615900000000005, -0.215, -0.015, -0.1409
13000, 649950, -27.375, -1.0, -15.288700000000004, -33.955, -0.995, -19.573000000000004, -15.265, -0.495, -8.371400000000005, -0.01, 0.0, -0.006999999999999999
13200, 659950, -20.515, -0.76, -12.023199999999997, -38.265, -0.995, -21.127200000000002, -12.04, -0.555, -7.212499999999998, -0.155, -0.01, -0.08999999999999998
13400, 669950, -24.815, -0.815, -13.748399999999998, -40.165, -1.0, -21.87339999999998, -5.915, -0.36, -3.9579000000000018, -1.295, -0.055, -0.8742999999999997
13600, 679950, -23.775, -0.72, -12.936499999999997, -35.35, -1.0, -20.336700000000004, -7.295, -0.52, -5.102500000000001, -0.02, 0.0, -0.0086
13800, 689950, -26.455, -0.945, -14.792499999999992, -29.535, -0.995, -18.050400000000003, -10.955, -0.44, -6.5870999999999995, -0.525, -0.01, -0.26309999999999995
14000, 699950, -27.515, -0.965, -15.472299999999997, -28.94, -1.0, -18.053, -9.32, -0.465, -5.713900000000002, -0.155, -0.005, -0.0579
14200, 709950, -27.685, -0.87, -14.432600000000004, -31.21, -0.995, -18.30890000000001, -12.905, -0.445, -7.369800000000003, -0.115, -0.01, -0.08059999999999999
14400, 719950, -23.58, -0.795, -13.1055, -30.31, -0.995, -18.333599999999997, -14.575, -0.485, -7.893400000000003, -0.06, -0.01, -0.037500000000000006
14600, 729950, -27.335, -0.99, -15.331299999999997, -24.3, -0.985, -15.700900000000004, -6.645, -0.455, -4.309299999999998, -0.165, 0.0, -0.0614
14800, 739950, -25.73, -0.915, -14.377899999999993, -29.05, -0.995, -17.792599999999993, -10.985, -0.48, -6.1035, -0.355, -0.01, -0.1606
15000, 749950, -27.315, -0.915, -15.175000000000006, -34.045, -1.0, -19.908700000000003, -10.42, -0.525, -6.8514000000000035, -0.015, 0.0, -0.0102
15200, 759950, -22.28, -0.775, -12.605300000000002, -34.695, -0.995, -19.939000000000004, -5.595, -0.525, -4.250300000000003, -0.02, 0.0, -0.0128
15400, 769950, -25.865, -0.85, -14.491900000000001, -32.345, -0.99, -18.958500000000004, -6.27, -0.41, -4.291700000000002, -0.005, 0.0, -0.004
15600, 779950, -23.31, -0.805, -13.192199999999998, -38.72, -1.0, -21.483600000000003, -10.19, -0.465, -6.020199999999999, -0.065, 0.0, -0.03149999999999999
15800, 789950, -29.01, -0.975, -16.485200000000006, -37.43, -0.995, -21.076899999999995, -7.745, -0.54, -5.4611, -0.015, 0.0, -0.010700000000000001
16000, 799950, -28.69, -0.905, -15.787999999999997, -37.73, -1.0, -21.334100000000003, -6.38, -0.47, -4.5272000000000014, -0.045, -0.005, -0.027200000000000002
16200, 809950, -27.975, -0.825, -15.439799999999993, -35.31, -1.0, -20.5656, -10.65, -0.55, -6.489499999999998, -0.02, -0.005, -0.012400000000000001
16400, 819950, -22.505, -0.95, -13.905500000000004, -36.425, -1.0, -20.994800000000005, -7.585, -0.5, -5.141, -0.045, 0.0, -0.0174
16600, 829950, -26.35, -0.96, -15.306300000000006, -40.175, -1.0, -22.044700000000002, -8.53, -0.405, -5.135300000000004, -0.02, 0.0, -0.0088
16800, 839950, -24.67, -0.925, -14.648600000000005, -36.565, -1.0, -20.775, -12.095, -0.535, -7.655199999999996, -0.17, 0.0, -0.07429999999999999
17000, 849950, -24.56, -0.76, -14.071900000000005, -39.59, -0.99, -21.8691, -10.07, -0.535, -6.400100000000002, -0.135, 0.0, -0.050199999999999995
17200, 859950, -28.055, -0.875, -16.221600000000006, -35.245, -0.995, -20.2324, -7.015, -0.54, -5.148500000000001, -3.895, -0.045, -1.6622999999999999
17400, 869950, -24.975, -0.865, -14.757700000000002, -32.74, -0.995, -19.589300000000005, -8.82, -0.47, -5.8332000000000015, -0.055, -0.015, -0.0386
17600, 879950, -27.66, -0.975, -16.188899999999993, -29.52, -0.995, -18.6299, -5.555, -0.47, -4.299499999999999, -0.02, 0.0, -0.0087
17800, 889950, -24.505, -0.99, -15.006499999999996, -35.51, -0.98, -20.52890000000001, -8.005, -0.525, -6.005300000000001, -0.085, 0.0, -0.023200000000000002
18000, 899950, -24.415, -0.945, -14.975600000000009, -30.85, -1.0, -18.958399999999994, -7.29, -0.5, -5.264300000000004, -0.025, 0.0, -0.0139
18200, 909950, -24.44, -0.995, -14.657599999999995, -30.74, -0.995, -18.645699999999998, -9.965, -0.495, -6.813900000000002, -0.02, 0.0, -0.008600000000000002
18400, 919950, -25.725, -0.96, -15.256099999999993, -30.93, -0.995, -18.80919999999999, -16.185, -0.525, -9.6522, -0.105, -0.02, -0.08650000000000001
18600, 929950, -24.745, -0.995, -15.035699999999999, -32.135, -0.995, -19.225099999999998, -10.7, -0.575, -7.701299999999995, -0.355, -0.01, -0.19649999999999998
18800, 939950, -27.7, -0.93, -15.89319999999999, -28.07, -1.0, -17.461800000000004, -11.34, -0.485, -7.2555999999999985, 0.0, 0.0, 0.0
19000, 949950, -23.68, -0.94, -14.5688, -42.5, -0.99, -22.829899999999984, -17.915, -0.515, -10.0432, -0.02, 0.0, -0.0079
19200, 959950, -22.74, -0.935, -13.944999999999999, -40.59, -0.985, -22.054900000000004, -8.515, -0.505, -5.845199999999998, -0.765, -0.01, -0.3788
19400, 969950, -22.12, -0.895, -13.473000000000006, -34.295, -1.0, -19.865600000000004, -13.59, -0.475, -7.758100000000001, -0.025, -0.005, -0.015700000000000002
19600, 979950, -19.175, -0.82, -11.8935, -38.745, -0.995, -21.700699999999998, -13.205, -0.57, -8.018899999999999, 0.0, 0.0, 0.0
19800, 989950, -21.995, -0.99, -13.986400000000005, -30.61, -0.98, -18.5688, -8.24, -0.5, -5.551800000000003, -0.02, 0.0, -0.0144
20000, 999950, -21.595, -0.795, -13.178999999999991, -36.12, -0.975, -20.148000000000003, -18.06, -0.595, -10.185, -0.035, -0.005, -0.0159
20200, 1009950, -23.45, -0.695, -13.660099999999993, -38.385, -1.0, -21.2452, -12.445, -0.53, -7.419000000000004, -0.035, -0.005, -0.016800000000000002
20400, 1019950, -20.16, -0.725, -12.280400000000002, -37.165, -0.995, -20.645500000000002, -5.275, -0.47, -4.0703999999999985, -1.345, -0.03, -0.7352
20600, 1029950, -24.34, -0.785, -14.033999999999994, -34.505, -0.99, -19.37550000000001, -13.605, -0.615, -8.1161, -0.43, -0.01, -0.24630000000000002
20800, 1039950, -25.055, -0.91, -14.713900000000002, -33.81, -0.995, -19.36230000000001, -16.99, -0.675, -9.554700000000002, -0.315, -0.01, -0.1873
21000, 1049950, -25.535, -0.835, -14.760199999999992, -31.295, -1.0, -18.722799999999992, -9.695, -0.655, -6.894300000000002, -0.63, -0.045, -0.3475999999999999
21200, 1059950, -24.45, -0.79, -14.140099999999995, -31.85, -0.98, -18.783800000000003, -7.055, -0.56, -4.853400000000001, -1.185, -0.03, -0.6128
21400, 1069950, -22.395, -0.885, -13.579500000000007, -32.905, -1.0, -19.036299999999997, -5.86, -0.47, -4.253600000000001, -1.005, -0.05, -0.5737000000000001
21600, 1079950, -24.525, -0.91, -14.740699999999999, -27.105, -0.995, -16.766000000000005, -11.25, -0.69, -7.528900000000002, -2.575, -0.185, -1.6386999999999994
21800, 1089950, -27.145, -0.93, -15.916800000000007, -32.085, -1.0, -18.5531, -9.565, -0.79, -7.401900000000004, -12.18, -0.32, -6.055699999999999
22000, 1099950, -24.015, -0.86, -14.470500000000001, -21.525, -0.905, -14.004900000000003, -8.485, -0.735, -6.450800000000003, -8.015, -0.5, -5.687
22200, 1109950, -27.795, -0.985, -16.0808, -17.935, -0.915, -11.726399999999996, -10.12, -0.785, -7.622399999999999, -8.8, -0.44, -5.957299999999999
22400, 1119950, -23.1, -0.96, -14.766000000000004, -20.67, -0.98, -14.042199999999985, -14.865, -0.86, -10.409599999999998, -7.225, -0.395, -4.9457999999999975
22600, 1129950, -24.72, -0.98, -15.520500000000002, -14.835, -0.96, -10.7915, -12.38, -0.85, -9.083000000000004, -5.36, -0.375, -4.087500000000002
22800, 1139950, -27.475, -0.985, -16.91789999999999, -21.245, -0.995, -14.427500000000009, -15.795, -0.9, -11.067899999999993, -4.305, -0.34, -3.1890000000000005
23000, 1149950, -24.12, -0.995, -15.360300000000002, -15.08, -0.89, -10.845299999999998, -13.64, -0.895, -9.993299999999998, -2.955, -0.215, -2.1165000000000007
23200, 1159950, -22.74, -0.955, -14.589699999999988, -17.58, -0.96, -12.548200000000001, -16.12, -0.93, -11.270999999999997, -3.065, -0.225, -2.3566
23400, 1169950, -26.885, -0.93, -15.933300000000004, -20.58, -0.955, -13.887800000000002, -13.15, -0.9, -9.612000000000002, -2.75, -0.225, -2.0555999999999996
23600, 1179950, -22.375, -0.88, -13.847599999999998, -17.95, -0.86, -11.958799999999997, -13.035, -0.88, -9.480600000000006, -1.285, -0.16, -0.9788
23800, 1189950, -21.555, -0.87, -13.863100000000006, -13.61, -0.83, -9.866599999999998, -15.485, -0.85, -10.239200000000004, -7.045, -0.475, -4.7864
24000, 1199950, -20.855, -0.855, -13.527900000000002, -14.925, -0.77, -10.242799999999999, -19.715, -0.85, -12.2161, -3.615, -0.29, -2.6749
24200, 1209950, -22.965, -0.955, -15.448599999999997, -12.805, -0.77, -9.539200000000001, -14.635, -0.85, -10.495400000000002, -1.415, -0.17, -1.1880000000000004
24400, 1219950, -20.315, -0.925, -13.9374, -19.235, -0.93, -13.214899999999995, -17.675, -0.89, -11.840700000000004, -2.96, -0.275, -2.3115999999999994
24600, 1229950, -19.82, -0.885, -13.802400000000004, -20.01, -0.945, -13.488900000000001, -14.9, -0.9, -10.802599999999998, -6.225, -0.21, -3.526499999999999
24800, 1239950, -18.435, -0.865, -12.597999999999997, -15.105, -0.76, -10.468799999999998, -13.965, -0.83, -9.864199999999999, -8.87, -0.385, -5.475000000000001
25000, 1249950, -20.82, -0.97, -13.67689999999999, -17.115, -0.785, -11.339999999999998, -12.815, -0.88, -9.329000000000002, -4.34, -0.445, -3.4328000000000016
25200, 1259950, -24.155, -0.905, -14.547700000000004, -10.87, -0.745, -8.080199999999998, -13.38, -0.88, -9.668400000000004, -3.725, -0.315, -2.5789
25400, 1269950, -23.46, -0.895, -14.961300000000001, -15.965, -0.64, -10.166100000000007, -14.55, -0.89, -10.423199999999998, -3.78, -0.375, -2.9868
25600, 1279950, -22.645, -0.85, -14.102599999999997, -11.305, -0.71, -8.1885, -12.845, -0.885, -9.304399999999996, -9.76, -0.445, -6.460900000000001
25800, 1289950, -22.07, -0.9, -14.000000000000002, -14.605, -0.89, -10.665899999999997, -14.41, -0.925, -10.333900000000003, -5.66, -0.435, -4.084200000000003
26000, 1299950, -22.225, -0.81, -13.875899999999994, -13.22, -0.79, -9.671200000000004, -11.78, -0.885, -9.0166, -2.415, -0.33, -2.063499999999999
26200, 1309950, -24.815, -0.88, -15.115400000000012, -20.03, -0.93, -13.527999999999995, -11.88, -0.93, -8.965699999999996, -1.97, -0.35, -1.7733999999999996
26400, 1319950, -19.5, -0.86, -12.831299999999999, -16.7, -0.85, -11.646499999999998, -10.45, -0.94, -8.177400000000002, -3.46, -0.43, -2.9492000000000003
26600, 1329950, -22.94, -0.96, -15.205499999999983, -12.97, -0.675, -9.5024, -13.105, -0.875, -9.912200000000002, -18.465, -0.675, -11.031499999999987
26800, 1339950, -23.66, -0.92, -14.3959, -14.365, -0.87, -10.580299999999989, -13.61, -0.95, -10.065600000000005, -12.965, -0.64, -8.3421
27000, 1349950, -25.08, -0.895, -15.398300000000004, -17.675, -0.925, -12.331699999999998, -12.15, -0.85, -9.1415, -13.325, -0.665, -8.720000000000006
27200, 1359950, -27.315, -0.99, -16.3025, -17.215, -0.95, -12.066300000000005, -12.65, -0.925, -9.675500000000001, -4.97, -0.495, -3.9910000000000014
27400, 1369950, -29.71, -0.985, -17.343300000000003, -19.55, -0.775, -11.883699999999992, -13.66, -0.825, -9.567399999999994, -5.73, -0.615, -4.3831000000000016
27600, 1379950, -24.345, -0.985, -15.311900000000005, -12.18, -0.795, -9.044999999999998, -15.055, -0.835, -10.3779, -3.495, -0.37, -2.8465000000000003
27800, 1389950, -28.275, -0.95, -16.704499999999996, -13.595, -0.96, -10.1844, -12.095, -0.83, -8.870400000000005, -4.65, -0.48, -3.7784999999999984
28000, 1399950, -26.1, -0.85, -15.512299999999998, -16.12, -0.885, -11.4694, -12.265, -0.885, -9.0544, -4.28, -0.475, -3.4577999999999993
28200, 1409950, -20.025, -0.815, -12.282099999999993, -14.845, -0.94, -11.128500000000008, -12.495, -0.89, -9.2076, -8.96, -0.575, -6.241900000000005
28400, 1419950, -25.885, -0.865, -15.330100000000016, -16.175, -0.835, -11.355800000000002, -12.12, -0.79, -8.691700000000003, -4.97, -0.49, -3.8861000000000017
28600, 1429950, -25.22, -0.925, -15.126800000000003, -17.055, -0.835, -11.462700000000002, -10.7, -0.855, -7.786100000000004, -7.425, -0.56, -5.161000000000001
28800, 1439950, -21.44, -0.875, -13.381999999999989, -15.215, -0.75, -10.507500000000004, -13.995, -0.865, -9.5563, -5.285, -0.36, -3.8955999999999995
29000, 1449950, -21.795, -0.905, -13.77369999999998, -16.61, -0.84, -11.650000000000004, -11.085, -0.925, -8.430800000000009, -7.22, -0.595, -5.548899999999999
29200, 1459950, -21.04, -0.895, -13.127400000000005, -15.16, -0.805, -10.878000000000007, -9.67, -0.87, -7.692400000000004, -6.04, -0.495, -4.696999999999999
29400, 1469950, -19.49, -0.81, -12.198599999999994, -13.105, -0.825, -9.922799999999997, -8.685, -0.91, -7.1760999999999955, -5.82, -0.61, -4.815900000000001
29600, 1479950, -21.225, -0.915, -13.566100000000011, -15.655, -0.805, -11.281400000000001, -9.27, -0.94, -7.604499999999999, -6.43, -0.595, -4.892800000000004
29800, 1489950, -24.45, -0.925, -15.034400000000007, -18.325, -0.785, -12.455700000000004, -10.62, -0.9, -8.209100000000005, -3.425, -0.54, -2.845
30000, 1499950, -18.115, -0.945, -12.941300000000004, -14.7, -0.915, -11.405800000000008, -10.85, -0.92, -8.263100000000007, -6.3, -0.62, -4.791199999999998
30200, 1509950, -20.34, -0.94, -13.962199999999996, -15.795, -0.965, -12.146900000000008, -10.45, -0.905, -8.486200000000002, -8.475, -0.675, -6.2318
30400, 1519950, -22.635, -0.975, -14.763500000000004, -16.32, -0.955, -12.102999999999994, -9.645, -0.94, -8.037700000000003, -9.77, -0.705, -7.122200000000005
30600, 1529950, -21.4, -0.95, -14.196099999999992, -14.895, -0.87, -11.135300000000003, -7.765, -0.91, -6.664000000000002, -6.12, -0.57, -4.609100000000001
30800, 1539950, -18.73, -0.985, -13.138200000000001, -13.62, -0.985, -10.698499999999994, -9.545, -0.945, -8.0474, -6.375, -0.545, -4.782900000000003
31000, 1549950, -22.185, -0.905, -14.398699999999998, -13.82, -0.955, -11.0759, -9.085, -0.94, -7.579599999999997, -6.09, -0.665, -4.770099999999999
31200, 1559950, -17.96, -0.98, -12.7114, -12.555, -0.915, -10.155599999999994, -8.325, -0.89, -7.165, -7.56, -0.62, -5.983199999999999
31400, 1569950, -21.31, -0.925, -14.104999999999997, -14.995, -0.9, -11.471299999999996, -8.605, -0.92, -7.330900000000001, -5.805, -0.625, -4.791600000000002
31600, 1579950, -25.11, -0.96, -15.56040000000001, -13.26, -0.9, -10.429099999999996, -11.3, -0.94, -8.725900000000001, -9.22, -0.745, -6.958400000000006
31800, 1589950, -20.455, -0.96, -13.2819, -12.995, -0.855, -10.077600000000002, -10.09, -0.92, -8.087300000000003, -7.2, -0.655, -5.545200000000005
32000, 1599950, -20.225, -0.965, -13.622400000000003, -12.585, -0.885, -10.050499999999998, -10.175, -0.945, -8.411600000000005, -4.84, -0.63, -4.1709000000000005
32200, 1609950, -19.54, -0.855, -12.717900000000002, -15.43, -0.97, -11.826300000000009, -9.88, -0.9, -8.051900000000002, -7.62, -0.71, -6.050200000000003
32400, 1619950, -23.39, -0.91, -14.911299999999999, -11.455, -0.895, -9.2722, -9.275, -0.93, -7.743000000000004, -8.24, -0.665, -6.429500000000003
32600, 1629950, -25.635, -0.905, -15.526000000000003, -10.06, -0.695, -7.494800000000001, -8.175, -0.84, -6.942800000000005, -10.0, -0.735, -7.686999999999999
32800, 1639950, -26.335, -0.955, -15.847700000000005, -15.1, -0.91, -11.322500000000002, -8.615, -0.88, -7.159900000000005, -7.98, -0.61, -6.034100000000002
33000, 1649950, -27.67, -0.95, -16.9707, -11.81, -0.865, -9.400600000000003, -8.7, -0.92, -7.347399999999997, -10.375, -0.8, -8.164300000000003
33200, 1659950, -30.935, -0.99, -18.093100000000003, -13.09, -0.915, -10.372799999999998, -8.145, -0.935, -6.903599999999994, -7.995, -0.785, -6.772600000000004
33400, 1669950, -30.31, -0.97, -17.8249, -15.3, -0.88, -11.490099999999998, -8.8, -0.975, -7.524700000000003, -10.965, -0.7, -8.108900000000006
33600, 1679950, -24.745, -0.985, -15.716099999999997, -20.935, -0.92, -13.945499999999997, -9.815, -0.965, -8.117299999999998, -6.465, -0.625, -5.244800000000001
