a0_to_a1,a0_to_a2,a0_to_a3,a1_to_a0,a1_to_a2,a1_to_a3,a2_to_a0,a2_to_a1,a2_to_a3,a3_to_a0,a3_to_a1,a3_to_a2,episode,step
_,_,_,_,_,_,_,_,_,_,_,_,3,0
_,_,_,_,_,_,_,_,_,_,_,_,3,1
_,_,_,_,_,_,_,_,_,_,_,_,3,2
_,_,_,_,_,_,_,_,_,_,_,_,3,3
_,_,_,_,_,_,_,_,_,_,_,_,3,4
_,_,_,_,_,_,_,_,_,_,_,_,3,5
_,_,_,_,_,_,_,_,_,_,_,_,3,6
_,_,_,_,_,_,_,_,_,_,_,_,3,7
_,_,_,_,_,_,_,_,_,_,_,_,3,8
_,_,_,_,_,_,_,_,_,_,_,_,3,9
_,_,_,_,_,_,_,_,_,_,_,_,3,10
_,_,_,_,_,_,_,_,_,_,_,_,3,11
_,_,_,_,_,_,_,_,_,_,_,_,3,12
_,_,_,_,_,_,_,_,_,_,_,_,3,13
_,_,_,_,_,_,_,_,_,_,_,_,3,14
_,_,_,_,_,_,_,_,_,_,_,_,3,15
_,_,_,_,_,_,_,_,_,_,_,_,3,16
_,_,_,_,_,_,_,_,_,_,_,_,3,17
_,_,_,_,_,_,_,_,_,_,_,_,3,18
_,_,_,_,_,_,_,_,_,_,_,_,3,19
_,_,_,_,_,_,_,_,_,_,_,_,3,20
_,_,_,_,_,_,_,_,_,_,_,_,3,21
_,_,_,_,_,_,_,_,_,_,_,_,3,22
_,_,_,_,_,_,_,_,_,_,_,_,3,23
_,_,_,_,_,_,_,_,_,_,_,_,3,24
_,_,_,_,_,_,_,_,_,_,_,_,3,25
_,_,_,_,_,_,_,_,_,_,_,_,3,26
_,_,_,_,_,_,_,_,_,_,_,_,3,27
_,_,_,_,_,_,_,_,_,_,_,_,3,28
_,_,_,_,_,_,_,_,_,_,_,_,3,29
_,_,_,_,_,_,_,_,_,_,_,_,3,30
_,_,_,_,_,_,_,_,_,_,_,_,3,31
_,_,_,_,_,_,_,_,_,_,_,_,3,32
_,_,_,_,_,_,_,_,_,_,_,_,3,33
_,_,_,_,_,_,_,_,_,_,_,_,3,34
_,_,_,_,_,_,_,_,_,_,_,_,3,35
_,_,_,_,_,_,_,_,_,_,_,_,3,36
_,_,_,_,_,_,_,_,_,_,_,_,3,37
_,_,_,_,_,_,_,_,_,_,_,_,3,38
_,_,_,_,_,_,_,_,_,_,_,_,3,39
_,_,_,_,_,_,_,_,_,_,_,_,3,40
_,_,_,_,_,_,_,_,_,_,_,_,3,41
_,_,_,_,_,_,_,_,_,_,_,_,3,42
_,_,_,_,_,_,_,_,_,_,_,_,3,43
_,_,_,_,_,_,_,_,_,_,_,_,3,44
_,_,_,_,_,_,_,_,_,_,_,_,3,45
_,_,_,_,_,_,_,_,_,_,_,_,3,46
_,_,_,_,_,_,_,_,_,_,_,_,3,47
_,_,_,_,_,_,_,_,_,_,_,_,3,48
_,_,_,_,_,_,_,_,_,_,_,_,3,49
_,_,_,_,_,_,_,_,_,_,_,_,3,50
_,_,_,_,_,_,_,_,_,_,_,_,3,51
_,_,_,_,_,_,_,_,_,_,_,_,3,52
_,_,_,_,_,_,_,_,_,_,_,_,3,53
_,_,_,_,_,_,_,_,_,_,_,_,3,54
_,_,_,_,_,_,_,_,_,_,_,_,3,55
_,_,_,_,_,_,_,_,_,_,_,_,3,56
_,_,_,_,_,_,_,_,_,_,_,_,3,57
_,_,_,_,_,_,_,_,_,_,_,_,3,58
_,_,_,_,_,_,_,_,_,_,_,_,3,59
_,_,_,_,_,_,_,_,_,_,_,_,3,60
_,_,_,_,_,_,_,_,_,_,_,_,3,61
_,_,_,_,_,_,_,_,_,_,_,_,3,62
_,_,_,_,_,_,_,_,_,_,_,_,3,63
_,_,_,_,_,_,_,_,_,_,_,_,3,64
_,_,_,_,_,_,_,_,_,_,_,_,3,65
_,_,_,_,_,_,_,_,_,_,_,_,3,66
_,_,_,_,_,_,_,_,_,_,_,_,3,67
_,_,_,_,_,_,_,_,_,_,_,_,3,68
_,_,_,_,_,_,_,_,_,_,_,_,3,69
_,_,_,_,_,_,_,_,_,_,_,_,3,70
_,_,_,_,_,_,_,_,_,_,_,_,3,71
_,_,_,_,_,_,_,_,_,_,_,_,3,72
_,_,_,_,_,_,_,_,_,_,_,_,3,73
_,_,_,_,_,_,_,_,_,_,_,_,3,74
_,_,_,_,_,_,_,_,_,_,_,_,3,75
_,_,_,_,_,_,_,_,_,_,_,_,3,76
_,_,_,_,_,_,_,_,_,_,_,_,3,77
_,_,_,_,_,_,_,_,_,_,_,_,3,78
_,_,_,_,_,_,_,_,_,_,_,_,3,79
_,_,_,_,_,_,_,_,_,_,_,_,3,80
_,_,_,_,_,_,_,_,_,_,_,_,3,81
_,_,_,_,_,_,_,_,_,_,_,_,3,82
_,_,_,_,_,_,_,_,_,_,_,_,3,83
_,_,_,_,_,_,_,_,_,_,_,_,3,84
_,_,_,_,_,_,_,_,_,_,_,_,3,85
_,_,_,_,_,_,_,_,_,_,_,_,3,86
_,_,_,_,_,_,_,_,_,_,_,_,3,87
_,_,_,_,_,_,_,_,_,_,_,_,3,88
_,_,_,_,_,_,_,_,_,_,_,_,3,89
_,_,_,_,_,_,_,_,_,_,_,_,3,90
_,_,_,_,_,_,_,_,_,_,_,_,3,91
_,_,_,_,_,_,_,_,_,_,_,_,3,92
