a0_to_a1,a0_to_a2,a0_to_a3,a1_to_a0,a1_to_a2,a1_to_a3,a2_to_a0,a2_to_a1,a2_to_a3,a3_to_a0,a3_to_a1,a3_to_a2,episode,step
A,A,A,A,A,A,A,A,A,C,C,C,4,41
C,C,C,C,C,C,A,A,A,C,C,C,4,42
C,C,C,C,C,C,A,A,A,A,A,A,4,43
C,C,C,C,C,C,A,A,A,A,A,A,4,44
C,C,C,C,C,C,A,A,A,C,C,C,4,45
C,C,C,C,C,C,A,A,A,C,C,C,4,46
C,C,C,C,C,C,A,A,A,C,C,C,4,47
C,C,C,A,A,A,A,A,A,C,C,C,4,48
C,C,C,C,C,C,A,A,A,C,C,C,4,49
_,_,_,_,_,_,_,_,_,_,_,_,5,0
A,A,A,A,A,A,A,A,A,A,A,A,5,1
A,A,A,A,A,A,A,A,A,A,A,A,5,2
A,A,A,A,A,A,A,A,A,C,C,C,5,3
A,A,A,A,A,A,A,A,A,A,A,A,5,4
A,A,A,A,A,A,A,A,A,C,C,C,5,5
A,A,A,A,A,A,A,A,A,C,C,C,5,6
B,B,B,A,A,A,A,A,A,C,C,C,5,7
A,A,A,C,C,C,A,A,A,C,C,C,5,8
A,A,A,A,A,A,A,A,A,A,A,A,5,9
A,A,A,A,A,A,A,A,A,A,A,A,5,10
A,A,A,A,A,A,A,A,A,A,A,A,5,11
A,A,A,A,A,A,A,A,A,A,A,A,5,12
C,C,C,A,A,A,A,A,A,C,C,C,5,13
A,A,A,A,A,A,A,A,A,C,C,C,5,14
A,A,A,A,A,A,A,A,A,C,C,C,5,15
C,C,C,A,A,A,A,A,A,C,C,C,5,16
A,A,A,A,A,A,A,A,A,C,C,C,5,17
C,C,C,A,A,A,A,A,A,C,C,C,5,18
A,A,A,A,A,A,A,A,A,C,C,C,5,19
A,A,A,A,A,A,A,A,A,C,C,C,5,20
A,A,A,A,A,A,A,A,A,C,C,C,5,21
A,A,A,A,A,A,A,A,A,C,C,C,5,22
A,A,A,C,C,C,A,A,A,C,C,C,5,23
C,C,C,A,A,A,A,A,A,C,C,C,5,24
A,A,A,A,A,A,A,A,A,C,C,C,5,25
A,A,A,A,A,A,A,A,A,A,A,A,5,26
A,A,A,A,A,A,A,A,A,A,A,A,5,27
A,A,A,A,A,A,A,A,A,C,C,C,5,28
C,C,C,A,A,A,A,A,A,A,A,A,5,29
C,C,C,A,A,A,A,A,A,A,A,A,5,30
A,A,A,A,A,A,A,A,A,C,C,C,5,31
C,C,C,A,A,A,A,A,A,C,C,C,5,32
C,C,C,A,A,A,A,A,A,C,C,C,5,33
A,A,A,A,A,A,A,A,A,A,A,A,5,34
C,C,C,A,A,A,A,A,A,C,C,C,5,35
C,C,C,A,A,A,A,A,A,C,C,C,5,36
A,A,A,A,A,A,A,A,A,C,C,C,5,37
A,A,A,A,A,A,A,A,A,C,C,C,5,38
C,C,C,A,A,A,A,A,A,C,C,C,5,39
A,A,A,C,C,C,A,A,A,C,C,C,5,40
C,C,C,A,A,A,A,A,A,C,C,C,5,41
C,C,C,A,A,A,A,A,A,C,C,C,5,42
A,A,A,A,A,A,A,A,A,C,C,C,5,43
C,C,C,A,A,A,A,A,A,C,C,C,5,44
C,C,C,A,A,A,A,A,A,C,C,C,5,45
C,C,C,A,A,A,A,A,A,C,C,C,5,46
A,A,A,A,A,A,A,A,A,A,A,A,5,47
C,C,C,A,A,A,A,A,A,A,A,A,5,48
C,C,C,A,A,A,A,A,A,C,C,C,5,49
