episode,step,agent0_energy_min,agent0_energy_max,agent0_energy_avg,agent1_energy_min,agent1_energy_max,agent1_energy_avg,agent2_energy_min,agent2_energy_max,agent2_energy_avg,agent3_energy_min,agent3_energy_max,agent3_energy_avg
3200, 159950, -3.725, -0.22, -1.8781, -21.085, -0.72, -11.4621, -28.17, -0.765, -15.461299999999992, -38.32, -0.6, -19.41170000000001
3400, 169950, -1.895, -0.175, -1.1138999999999997, -9.285, -0.445, -5.138999999999999, -29.91, -0.69, -15.764600000000003, -32.86, -0.59, -16.815400000000007
3600, 179950, -1.555, -0.16, -1.0488999999999997, -4.71, -0.305, -2.899200000000001, -31.425, -0.645, -15.837700000000005, -31.26, -0.635, -16.03610000000002
3800, 189950, -3.685, -0.22, -2.097499999999999, -17.69, -0.405, -8.369700000000002, -33.995, -0.685, -17.25919999999999, -28.38, -0.65, -14.6963
4000, 199950, -2.685, -0.14, -1.5785000000000005, -18.345, -0.48, -9.0994, -29.055, -0.71, -15.129899999999989, -26.29, -0.67, -13.517199999999992
4200, 209950, -21.045, -0.325, -10.817599999999997, -15.12, -0.45, -7.6119, -28.66, -0.705, -14.782099999999998, -25.46, -0.585, -12.663799999999991
4400, 219950, -26.075, -0.35, -13.177, -20.705, -0.48, -9.9223, -29.28, -0.765, -15.037299999999998, -26.69, -0.66, -13.707599999999989
4600, 229950, -6.425, -0.21, -3.263500000000001, -30.895, -0.555, -14.835199999999986, -29.565, -0.77, -15.537099999999999, -24.03, -0.595, -12.59379999999999
4800, 239950, -8.48, -0.19, -4.379600000000001, -30.49, -0.545, -15.109800000000007, -29.475, -0.845, -16.017699999999998, -22.69, -0.595, -12.0952
5000, 249950, -3.725, -0.15, -1.8467999999999989, -28.53, -0.44, -13.664100000000001, -34.62, -0.8, -17.972400000000004, -29.64, -0.62, -14.9039
5200, 259950, -2.415, -0.11, -1.2757999999999994, -32.725, -0.475, -15.543199999999995, -34.425, -0.76, -17.473, -36.61, -0.735, -18.485099999999996
5400, 269950, -0.29, -0.05, -0.1978, -29.335, -0.375, -13.7515, -39.215, -0.775, -20.203899999999997, -33.535, -0.655, -16.874499999999994
5600, 279950, -1.635, -0.11, -0.8512000000000001, -26.5, -0.44, -12.557599999999995, -39.435, -0.86, -20.186899999999994, -33.835, -0.765, -17.54609999999999
5800, 289950, -0.365, -0.055, -0.28919999999999996, -35.345, -0.52, -16.508400000000005, -40.275, -0.83, -20.277600000000007, -40.67, -0.79, -20.618499999999994
6000, 299950, -2.32, -0.185, -1.4367, -29.97, -0.475, -13.753100000000003, -42.32, -0.78, -21.268399999999996, -37.055, -0.735, -18.604799999999994
6200, 309950, -1.81, -0.145, -1.025, -29.32, -0.48, -13.651800000000003, -41.75, -0.81, -21.160599999999995, -33.135, -0.715, -17.051999999999992
6400, 319950, -1.515, -0.19, -1.0743, -27.515, -0.45, -12.720999999999998, -42.175, -0.86, -21.5387, -34.03, -0.665, -17.458600000000004
6600, 329950, -1.15, -0.14, -0.8271000000000002, -28.115, -0.495, -12.543100000000004, -45.955, -0.82, -22.9921, -38.205, -0.78, -19.462300000000013
6800, 339950, -1.47, -0.195, -1.0759999999999996, -29.745, -0.525, -14.136700000000003, -45.03, -0.895, -22.74739999999998, -33.105, -0.75, -16.792500000000004
7000, 349950, -2.085, -0.315, -1.5674, -23.55, -0.445, -11.088100000000003, -46.56, -0.88, -23.518999999999995, -29.32, -0.69, -15.092299999999991
7200, 359950, -1.6, -0.27, -1.2839999999999996, -32.085, -0.475, -14.921400000000006, -44.19, -0.89, -22.320800000000006, -31.735, -0.68, -15.5033
7400, 369950, -0.695, -0.19, -0.6085, -31.195, -0.405, -14.215099999999996, -42.81, -0.89, -21.831299999999995, -36.185, -0.745, -17.828599999999998
7600, 379950, -1.435, -0.255, -1.1540000000000001, -34.07, -0.48, -15.955099999999993, -45.175, -0.885, -23.058400000000006, -40.715, -0.72, -19.7961
7800, 389950, -2.02, -0.24, -1.4239, -22.35, -0.36, -9.994400000000002, -39.965, -0.865, -20.774, -41.85, -0.81, -20.88559999999999
8000, 399950, -1.45, -0.225, -1.2642999999999995, -31.79, -0.565, -15.741399999999992, -42.535, -0.785, -21.895499999999988, -40.475, -0.77, -19.83830000000001
8200, 409950, -0.96, -0.145, -0.8763, -34.315, -0.59, -17.13939999999999, -36.895, -0.81, -19.366599999999995, -40.42, -0.805, -20.165300000000002
8400, 419950, -2.79, -0.185, -1.8655000000000004, -35.33, -0.575, -17.51629999999999, -41.24, -0.76, -20.974300000000007, -44.135, -0.835, -22.010900000000003
8600, 429950, -2.505, -0.295, -2.0399999999999987, -34.235, -0.52, -16.2366, -44.1, -0.84, -22.527699999999985, -43.73, -0.765, -21.66579999999999
8800, 439950, -1.48, -0.185, -1.2712999999999999, -39.76, -0.58, -19.406699999999997, -41.63, -0.78, -21.1897, -42.97, -0.715, -20.997399999999985
9000, 449950, -3.475, -0.165, -2.0391000000000004, -32.11, -0.565, -15.872799999999993, -41.76, -0.725, -20.935999999999993, -43.89, -0.71, -21.408299999999993
9200, 459950, -2.535, -0.195, -1.9869000000000003, -29.0, -0.485, -14.161800000000005, -47.92, -0.865, -24.346500000000006, -43.285, -0.69, -21.05339999999999
9400, 469950, -2.015, -0.225, -1.5231000000000001, -33.385, -0.55, -16.031499999999994, -46.345, -0.745, -23.266600000000018, -47.905, -0.92, -24.12269999999999
9600, 479950, -1.595, -0.145, -1.043, -27.195, -0.42, -13.038799999999997, -46.61, -0.795, -23.4271, -45.02, -0.85, -22.6059
9800, 489950, -0.725, -0.105, -0.5576, -42.225, -0.635, -20.701099999999986, -45.975, -0.875, -23.083500000000004, -46.295, -0.78, -23.067800000000002
10000, 499950, -4.93, -0.19, -2.6507, -37.035, -0.47, -17.282299999999992, -43.6, -0.83, -21.9468, -45.945, -0.775, -22.833199999999984
10200, 509950, -2.685, -0.22, -1.9449000000000003, -39.145, -0.51, -18.381099999999996, -46.185, -0.855, -23.275199999999995, -42.635, -0.83, -21.8796
10400, 519950, -8.57, -0.35, -4.3934, -33.89, -0.49, -15.962699999999993, -46.96, -0.835, -23.638799999999993, -45.31, -0.75, -22.628399999999996
10600, 529950, -3.735, -0.27, -2.5453999999999994, -41.395, -0.56, -19.76439999999999, -44.5, -0.84, -22.53960000000001, -45.855, -0.76, -22.8202
10800, 539950, -3.895, -0.22, -2.378999999999999, -38.525, -0.535, -18.632299999999994, -46.84, -0.825, -23.522900000000003, -47.265, -0.885, -23.656699999999997
11000, 549950, -9.485, -0.375, -5.302900000000001, -42.72, -0.66, -20.686099999999993, -47.32, -0.8, -23.762099999999997, -47.09, -0.88, -23.701999999999998
11200, 559950, -2.1, -0.205, -1.5217999999999996, -45.835, -0.695, -22.5396, -46.05, -0.8, -23.301600000000004, -47.42, -0.855, -23.702200000000012
11400, 569950, -4.5, -0.305, -2.910499999999999, -46.545, -0.71, -22.694699999999994, -47.03, -0.825, -23.809899999999992, -46.015, -0.915, -23.047299999999996
11600, 579950, -1.975, -0.18, -1.2715, -43.735, -0.67, -21.132899999999992, -47.355, -0.84, -23.871099999999988, -47.29, -0.8, -23.5133
11800, 589950, -2.835, -0.355, -2.2123, -41.08, -0.67, -19.848599999999994, -47.8, -0.83, -23.9701, -47.755, -0.81, -23.9777
12000, 599950, -1.975, -0.235, -1.4879, -47.39, -0.785, -23.422999999999984, -43.52, -0.81, -22.153499999999994, -45.11, -0.825, -22.7932
12200, 609950, -1.84, -0.21, -1.4098999999999997, -46.57, -0.725, -22.710699999999996, -43.12, -0.84, -22.1688, -45.82, -0.935, -23.390700000000006
12400, 619950, -1.685, -0.11, -1.0319, -47.7, -0.735, -23.5192, -46.62, -0.72, -23.411699999999993, -46.555, -0.94, -23.351700000000008
12600, 629950, -4.195, -0.225, -2.3529999999999998, -48.4, -0.82, -24.153099999999995, -41.04, -0.795, -20.985, -45.97, -0.89, -22.940400000000007
12800, 639950, -4.275, -0.275, -2.3754999999999997, -48.19, -0.785, -23.957899999999995, -42.125, -0.765, -21.35539999999999, -44.85, -0.875, -22.359300000000005
13000, 649950, -3.49, -0.195, -2.002700000000001, -49.06, -0.88, -24.720200000000006, -48.285, -0.805, -24.33360000000001, -45.84, -0.935, -22.914599999999997
13200, 659950, -2.27, -0.205, -1.6552, -48.705, -0.845, -24.372099999999993, -45.935, -0.86, -23.228099999999994, -46.355, -0.855, -22.97269999999999
13400, 669950, -1.2, -0.16, -0.9936999999999999, -48.88, -0.85, -24.563299999999995, -45.045, -0.815, -22.9337, -44.45, -0.91, -21.778000000000002
13600, 679950, -1.145, -0.125, -0.9357, -49.215, -0.82, -24.790400000000012, -45.35, -0.775, -22.797800000000002, -45.765, -0.895, -22.501299999999983
13800, 689950, -5.31, -0.26, -3.1194000000000006, -49.1, -0.825, -24.695999999999998, -47.84, -0.865, -24.104099999999995, -46.495, -0.89, -23.0092
14000, 699950, -1.685, -0.18, -1.2594000000000003, -49.13, -0.785, -24.710099999999997, -46.09, -0.86, -23.390100000000007, -49.315, -0.96, -25.038000000000007
14200, 709950, -0.55, -0.115, -0.4978999999999999, -49.28, -0.785, -24.8136, -47.885, -0.895, -24.21110000000002, -49.015, -0.975, -24.754199999999997
14400, 719950, -2.505, -0.215, -1.8668999999999998, -49.43, -0.845, -24.991200000000003, -48.925, -0.885, -24.68979999999999, -48.49, -0.93, -24.466599999999993
14600, 729950, -3.38, -0.275, -2.2641000000000004, -49.58, -0.875, -25.118100000000005, -49.08, -0.85, -24.79280000000001, -49.155, -0.945, -24.888699999999993
14800, 739950, -1.165, -0.18, -1.0137999999999998, -49.61, -0.905, -25.163699999999995, -49.08, -0.815, -24.772399999999998, -47.365, -0.915, -23.811000000000003
15000, 749950, -1.295, -0.205, -1.1168999999999998, -49.485, -0.88, -25.043499999999998, -44.7, -0.79, -22.781799999999997, -48.835, -0.935, -24.62469999999998
15200, 759950, -1.69, -0.225, -1.4500000000000002, -49.54, -0.91, -25.139199999999995, -48.575, -0.88, -24.530600000000007, -46.935, -0.96, -23.353700000000003
15400, 769950, -1.215, -0.205, -1.0733999999999997, -49.645, -0.895, -25.212, -48.445, -0.845, -24.420500000000008, -48.01, -0.985, -24.068499999999993
15600, 779950, -1.7, -0.27, -1.4381, -49.395, -0.86, -24.963800000000006, -46.955, -0.89, -23.863700000000005, -46.55, -0.955, -23.21729999999999
15800, 789950, -1.255, -0.18, -1.0655, -49.4, -0.85, -24.966200000000004, -46.66, -0.87, -23.715100000000003, -47.35, -0.905, -23.682900000000014
16000, 799950, -4.71, -0.32, -3.1161000000000003, -49.55, -0.825, -25.088300000000007, -47.475, -0.86, -24.06849999999999, -46.38, -0.96, -22.9626
16200, 809950, -5.14, -0.27, -3.0827, -49.635, -0.875, -25.186000000000014, -43.085, -0.845, -22.4202, -47.235, -0.95, -23.49170000000001
16400, 819950, -2.585, -0.195, -1.9680000000000002, -49.6, -0.91, -25.166100000000007, -44.135, -0.87, -22.59909999999999, -47.57, -0.96, -23.729699999999994
16600, 829950, -2.465, -0.225, -1.8728000000000002, -49.69, -0.95, -25.248600000000007, -43.01, -0.91, -21.924, -48.74, -0.985, -24.5525
16800, 839950, -2.84, -0.265, -2.0995999999999992, -49.665, -0.9, -25.2043, -43.495, -0.975, -22.687799999999985, -48.34, -0.95, -24.2762
17000, 849950, -1.915, -0.22, -1.6195999999999997, -49.675, -0.925, -25.235899999999997, -36.54, -0.94, -20.198499999999996, -48.345, -0.96, -24.30859999999999
17200, 859950, -2.24, -0.215, -1.8073, -49.23, -0.93, -24.934500000000003, -41.06, -0.94, -21.387000000000004, -49.085, -0.915, -24.7632
17400, 869950, -1.86, -0.25, -1.5847999999999995, -49.545, -0.91, -25.1454, -48.665, -0.9, -24.5946, -48.14, -0.91, -24.082000000000004
17600, 879950, -3.825, -0.255, -2.5357, -49.785, -0.95, -25.3493, -44.51, -0.955, -22.570299999999996, -48.795, -0.935, -24.591499999999986
17800, 889950, -3.36, -0.245, -2.2636000000000003, -49.795, -0.945, -25.3426, -48.385, -0.965, -24.4837, -48.85, -0.95, -24.64390000000001
18000, 899950, -7.39, -0.29, -3.9183000000000003, -49.705, -0.925, -25.2596, -47.33, -0.945, -23.989200000000004, -47.785, -0.88, -23.867600000000003
18200, 909950, -5.965, -0.21, -3.244100000000001, -49.635, -0.965, -25.23159999999999, -45.705, -0.865, -23.070099999999993, -47.02, -0.95, -23.442499999999995
18400, 919950, -2.24, -0.2, -1.5608000000000004, -49.73, -0.98, -25.341800000000003, -46.44, -0.885, -23.469199999999997, -47.13, -0.92, -23.382599999999993
18600, 929950, -1.43, -0.19, -1.0787000000000007, -49.87, -0.99, -25.419799999999995, -45.54, -0.905, -23.338100000000004, -47.675, -0.925, -23.818200000000004
18800, 939950, -0.725, -0.16, -0.6599999999999998, -49.75, -0.985, -25.3283, -48.755, -0.935, -24.66789999999998, -47.375, -0.91, -23.570199999999996
19000, 949950, -1.6, -0.205, -1.2632, -49.825, -0.99, -25.396, -48.27, -0.875, -24.319299999999988, -47.75, -0.97, -23.916800000000002
19200, 959950, -1.405, -0.21, -1.2199999999999998, -49.715, -0.985, -25.341899999999995, -48.86, -0.97, -24.747400000000003, -48.895, -0.965, -24.8013
19400, 969950, -3.64, -0.29, -2.447799999999999, -49.805, -0.975, -25.378500000000003, -49.52, -0.98, -25.147699999999997, -49.285, -0.985, -24.999700000000004
19600, 979950, -2.195, -0.24, -1.6787, -49.595, -0.965, -25.26600000000001, -47.625, -0.95, -24.023699999999998, -48.405, -0.96, -24.40530000000001
19800, 989950, -2.88, -0.26, -2.0709, -49.775, -0.975, -25.362700000000004, -49.295, -0.88, -24.92539999999999, -48.32, -0.94, -24.31260000000001
20000, 999950, -3.595, -0.295, -2.4552000000000005, -49.88, -0.965, -25.402199999999993, -49.59, -0.905, -25.141800000000007, -46.455, -0.93, -23.25759999999999
20200, 1009950, -4.785, -0.37, -3.3874000000000013, -49.815, -0.985, -25.389399999999995, -49.285, -0.965, -25.03190000000001, -48.92, -0.98, -24.728500000000007
20400, 1019950, -3.81, -0.29, -2.570299999999999, -48.92, -0.955, -24.8393, -48.43, -0.96, -24.522800000000004, -47.195, -0.95, -23.8582
20600, 1029950, -3.175, -0.32, -2.3882999999999996, -49.785, -0.945, -25.331299999999995, -48.16, -0.97, -24.494300000000003, -45.925, -0.945, -23.05400000000001
20800, 1039950, -3.88, -0.33, -2.973599999999998, -49.895, -1.0, -25.438699999999997, -48.385, -0.99, -24.419399999999992, -47.405, -0.995, -24.198599999999995
21000, 1049950, -2.605, -0.235, -1.985199999999999, -49.91, -0.985, -25.442899999999998, -49.39, -0.99, -25.0788, -46.635, -0.96, -23.525999999999996
21200, 1059950, -3.96, -0.255, -2.455, -49.96, -0.99, -25.474700000000002, -49.3, -1.0, -25.0354, -47.37, -0.845, -23.584900000000008
21400, 1069950, -6.585, -0.335, -4.0048, -49.905, -0.985, -25.438699999999997, -49.3, -1.0, -25.041000000000007, -47.745, -0.965, -24.012000000000004
21600, 1079950, -3.34, -0.305, -2.696200000000002, -49.805, -0.975, -25.351600000000005, -48.93, -0.99, -24.780100000000008, -48.83, -0.96, -24.753399999999996
21800, 1089950, -3.435, -0.32, -2.6710000000000003, -49.715, -0.99, -25.3141, -48.53, -0.96, -24.530999999999995, -48.3, -0.91, -24.48109999999999
22000, 1099950, -4.73, -0.285, -3.011400000000001, -49.795, -0.97, -25.338500000000003, -49.2, -0.995, -24.935899999999997, -49.275, -0.975, -25.038399999999992
22200, 1109950, -4.24, -0.205, -2.5227, -49.785, -0.985, -25.350700000000003, -47.79, -0.995, -24.36389999999999, -48.925, -0.975, -24.837299999999995
22400, 1119950, -3.95, -0.33, -2.4810000000000008, -49.835, -0.995, -25.418100000000003, -46.505, -1.0, -23.730999999999995, -48.62, -0.97, -24.745900000000006
22600, 1129950, -6.98, -0.44, -4.2299, -49.865, -0.985, -25.432199999999998, -49.365, -1.0, -25.104499999999998, -48.05, -0.97, -24.5674
22800, 1139950, -6.54, -0.305, -3.7672000000000003, -49.81, -1.0, -25.403999999999986, -49.145, -1.0, -24.974000000000004, -42.64, -0.98, -22.52130000000001
23000, 1149950, -5.025, -0.43, -3.4553000000000003, -49.835, -0.995, -25.3858, -49.31, -0.995, -25.0278, -46.635, -0.99, -23.91269999999999
23200, 1159950, -6.135, -0.48, -4.1788, -49.925, -1.0, -25.455400000000004, -49.305, -1.0, -24.994100000000003, -48.945, -0.99, -24.854000000000013
23400, 1169950, -4.695, -0.345, -3.0298000000000007, -49.855, -0.995, -25.424900000000008, -48.1, -0.995, -24.492600000000003, -44.33, -0.88, -22.57709999999999
23600, 1179950, -6.15, -0.51, -4.448600000000002, -49.8, -0.995, -25.3902, -48.17, -1.0, -24.434500000000007, -42.14, -0.99, -21.977799999999988
23800, 1189950, -6.015, -0.445, -3.9884000000000004, -49.67, -0.995, -25.33700000000001, -49.52, -1.0, -25.168200000000002, -37.22, -0.88, -19.9917
24000, 1199950, -4.185, -0.415, -3.1698000000000026, -49.57, -0.98, -25.206300000000002, -44.515, -0.995, -23.0333, -41.82, -0.87, -21.711399999999998
24200, 1209950, -5.835, -0.485, -4.3121, -45.115, -0.975, -23.098499999999994, -49.05, -1.0, -25.03100000000001, -46.655, -0.94, -23.536199999999997
24400, 1219950, -7.03, -0.535, -5.181700000000003, -47.79, -0.985, -24.534999999999997, -45.77, -0.99, -23.6537, -48.035, -0.875, -24.245400000000004
24600, 1229950, -5.44, -0.51, -4.242799999999999, -47.85, -0.99, -24.64560000000001, -44.06, -0.95, -22.680099999999992, -48.495, -0.97, -24.519599999999997
24800, 1239950, -3.845, -0.42, -3.0370999999999997, -44.61, -0.99, -23.398599999999984, -44.48, -0.995, -23.0652, -46.675, -0.96, -23.7667
25000, 1249950, -8.02, -0.615, -5.702700000000001, -47.285, -0.98, -24.362699999999997, -45.88, -1.0, -23.285899999999998, -46.375, -0.875, -23.441999999999997
25200, 1259950, -9.225, -0.695, -6.840200000000003, -48.12, -0.99, -24.678999999999977, -44.905, -0.97, -22.686200000000003, -48.19, -0.835, -24.309399999999993
25400, 1269950, -6.025, -0.61, -5.017999999999999, -43.205, -0.995, -22.776299999999996, -49.64, -0.995, -25.31779999999999, -48.165, -0.86, -24.272499999999994
25600, 1279950, -5.49, -0.605, -4.565200000000002, -35.285, -0.99, -19.401, -42.455, -0.995, -21.790599999999998, -48.695, -0.885, -24.628699999999995
25800, 1289950, -9.055, -0.665, -6.978900000000005, -40.54, -1.0, -21.7132, -48.255, -1.0, -24.505899999999997, -47.28, -0.89, -24.12479999999999
26000, 1299950, -10.08, -0.71, -7.863699999999995, -39.16, -0.995, -21.10520000000001, -41.1, -0.975, -21.114, -40.375, -0.99, -21.4897
26200, 1309950, -7.795, -0.705, -6.399400000000002, -42.97, -1.0, -22.627500000000005, -38.34, -0.89, -19.5287, -43.315, -0.97, -22.532000000000004
26400, 1319950, -9.245, -0.69, -7.136299999999997, -39.26, -0.975, -20.8825, -39.03, -0.84, -20.38559999999999, -42.77, -0.955, -22.453100000000013
26600, 1329950, -5.5, -0.51, -4.243500000000001, -42.135, -1.0, -22.184699999999992, -41.875, -0.98, -21.8079, -39.825, -0.78, -20.98190000000001
26800, 1339950, -5.115, -0.545, -4.309600000000004, -45.225, -0.995, -23.442500000000006, -44.72, -0.99, -23.01919999999999, -41.955, -0.92, -21.992600000000017
27000, 1349950, -10.835, -0.735, -7.9385, -41.91, -1.0, -21.83569999999999, -44.505, -0.95, -22.788199999999993, -44.97, -0.905, -23.146099999999997
27200, 1359950, -7.93, -0.75, -6.588100000000004, -43.455, -1.0, -22.693, -42.405, -0.995, -21.554299999999998, -46.83, -0.985, -24.0371
27400, 1369950, -5.595, -0.61, -4.706400000000001, -45.35, -0.995, -23.593300000000003, -42.625, -0.99, -21.434299999999997, -45.795, -0.975, -23.59329999999999
27600, 1379950, -6.475, -0.695, -5.576800000000004, -40.935, -1.0, -21.851899999999997, -45.24, -1.0, -22.733300000000003, -46.95, -0.975, -24.109800000000003
27800, 1389950, -6.195, -0.68, -5.271499999999999, -40.64, -1.0, -21.65879999999999, -43.84, -1.0, -21.9931, -46.015, -0.875, -23.518100000000004
28000, 1399950, -7.615, -0.82, -6.539300000000005, -41.325, -1.0, -21.800900000000006, -44.615, -1.0, -22.473899999999993, -48.475, -0.925, -24.690600000000014
28200, 1409950, -6.07, -0.67, -5.252000000000004, -43.985, -0.995, -22.846200000000014, -45.605, -1.0, -22.673099999999987, -45.83, -0.95, -23.421800000000005
28400, 1419950, -5.64, -0.655, -4.870300000000003, -46.625, -1.0, -24.050200000000014, -47.57, -0.995, -23.953900000000004, -46.085, -1.0, -23.732799999999994
28600, 1429950, -5.225, -0.645, -4.537400000000001, -41.11, -1.0, -21.667599999999993, -45.32, -0.98, -22.905099999999994, -45.915, -0.99, -23.81070000000001
28800, 1439950, -6.055, -0.665, -5.2361, -39.01, -1.0, -21.156800000000008, -46.695, -1.0, -23.387900000000005, -40.91, -0.99, -21.7573
29000, 1449950, -6.06, -0.675, -5.145999999999998, -40.425, -0.995, -21.7637, -45.93, -1.0, -22.839899999999997, -43.03, -0.995, -22.724899999999995
29200, 1459950, -7.22, -0.745, -6.111400000000003, -40.18, -1.0, -21.749499999999998, -47.265, -0.995, -23.687400000000004, -43.875, -0.995, -22.708900000000003
29400, 1469950, -5.14, -0.595, -4.4169, -35.125, -1.0, -19.650400000000005, -46.07, -1.0, -23.202600000000004, -44.665, -0.995, -23.164400000000004
29600, 1479950, -5.82, -0.685, -4.905400000000002, -35.995, -1.0, -19.9239, -33.78, -0.985, -17.68309999999999, -36.435, -0.995, -20.00649999999999
29800, 1489950, -6.435, -0.78, -5.457900000000002, -39.975, -0.945, -21.427600000000005, -41.46, -0.995, -21.0596, -45.17, -0.97, -23.206700000000016
30000, 1499950, -8.75, -0.805, -7.030299999999998, -38.655, -1.0, -21.020499999999988, -42.42, -0.995, -21.595300000000005, -32.2, -0.95, -17.8964
30200, 1509950, -8.28, -0.695, -6.607, -33.795, -0.94, -18.7052, -40.34, -1.0, -20.73969999999999, -30.135, -1.0, -17.150199999999998
30400, 1519950, -7.475, -0.71, -6.261799999999999, -29.63, -0.905, -16.5065, -20.925, -0.985, -12.953100000000006, -37.15, -0.925, -19.564599999999995
30600, 1529950, -8.925, -0.79, -7.241099999999999, -24.26, -0.845, -14.572999999999993, -28.06, -1.0, -15.97539999999999, -34.245, -0.93, -18.578300000000002
30800, 1539950, -7.01, -0.735, -5.936699999999999, -24.88, -0.78, -13.960900000000002, -24.47, -1.0, -14.33060000000001, -30.03, -0.98, -17.221300000000006
31000, 1549950, -6.85, -0.73, -5.6491, -32.845, -0.885, -17.650099999999995, -12.76, -0.585, -8.225500000000002, -31.33, -0.96, -17.71169999999999
31200, 1559950, -8.78, -0.765, -6.760700000000003, -37.795, -0.9, -20.0575, -21.775, -0.925, -13.479700000000001, -27.615, -0.84, -15.696499999999988
31400, 1569950, -8.655, -0.815, -7.0635999999999965, -27.11, -0.715, -14.5233, -11.29, -0.55, -7.106000000000002, -27.435, -0.785, -15.30400000000001
31600, 1579950, -8.83, -0.83, -7.095999999999999, -31.34, -0.78, -17.3272, -26.735, -0.82, -15.010500000000004, -29.43, -0.69, -15.408999999999997
31800, 1589950, -10.115, -0.84, -7.8969999999999985, -25.765, -0.755, -14.191600000000001, -21.08, -0.835, -12.223300000000009, -30.965, -0.81, -16.5168
32000, 1599950, -8.605, -0.755, -6.638899999999999, -20.365, -0.68, -11.523900000000001, -27.905, -0.885, -15.122899999999994, -33.09, -0.915, -17.9312
32200, 1609950, -8.455, -0.75, -6.206499999999998, -30.725, -0.825, -16.625799999999998, -12.185, -0.73, -7.745399999999997, -22.805, -0.645, -12.404699999999993
32400, 1619950, -10.395, -0.745, -7.301099999999996, -33.47, -0.825, -17.8111, -22.825, -0.82, -12.456800000000005, -19.075, -0.65, -10.649000000000003
32600, 1629950, -7.625, -0.755, -6.206400000000002, -33.095, -0.805, -18.168400000000002, -15.465, -0.845, -9.4377, -13.77, -0.675, -8.7939
32800, 1639950, -8.04, -0.73, -6.216800000000002, -33.155, -0.81, -17.901500000000002, -31.28, -0.97, -16.968499999999995, -25.175, -0.965, -15.343199999999994
33000, 1649950, -6.54, -0.68, -5.380000000000003, -38.74, -0.87, -20.13769999999999, -13.86, -0.85, -9.294799999999999, -28.085, -0.85, -15.738599999999995
33200, 1659950, -6.925, -0.8, -5.861700000000004, -37.09, -0.865, -19.31250000000001, -17.34, -0.795, -10.723799999999999, -30.94, -0.925, -16.750500000000006
33400, 1669950, -6.14, -0.765, -5.186700000000002, -40.695, -0.885, -21.295499999999993, -13.35, -0.705, -8.585899999999997, -31.14, -0.94, -16.98859999999999
33600, 1679950, -7.015, -0.815, -5.961, -41.41, -0.9, -21.382900000000014, -13.93, -0.8, -9.4322, -32.59, -0.965, -17.296
33800, 1689950, -6.0, -0.715, -4.958100000000003, -39.55, -0.885, -20.5266, -15.08, -0.8, -9.918800000000001, -30.675, -0.95, -16.355500000000003
