episode,step,agent0_energy_min,agent0_attention_min,agent1_energy_min,agent1_attention_min
7000, 349950, -35.19, -13.44, -48.87, -0.83
7100, 354950, -40.98, -8.88, -48.45, -0.89
7200, 359950, -40.32, -9.6, -48.11, -0.92
7300, 364950, -41.44, -7.72, -47.02, -1.72
7400, 369950, -47.74, -2.13, -48.11, -1.34
7500, 374950, -48.31, -1.55, -47.96, -1.59
7600, 379950, -46.94, -2.38, -48.45, -1.11
7700, 384950, -42.69, -6.89, -47.17, -1.22
7800, 389950, -42.62, -7.31, -47.72, -0.56
7900, 394950, -43.28, -6.47, -48.87, -0.57
8000, 399950, -49.32, -0.57, -47.3, -1.95
8100, 404950, -49.07, -0.9, -47.37, -1.76
8200, 409950, -48.13, -1.66, -46.25, -2.07
8300, 414950, -49.44, -0.39, -46.86, -2.38
8400, 419950, -49.53, -0.3, -47.54, -2.03
8500, 424950, -48.15, -1.57, -47.48, -1.51
8600, 429950, -48.78, -1.21, -46.57, -1.65
8700, 434950, -47.62, -2.37, -47.68, -1.24
8800, 439950, -48.2, -1.77, -47.28, -1.77
8900, 444950, -47.17, -2.81, -47.77, -1.67
9000, 449950, -49.47, -0.5, -47.5, -1.48
9100, 454950, -49.83, -0.1, -47.13, -1.32
9200, 459950, -49.47, -0.47, -47.68, -1.58
9300, 464950, -49.55, -0.31, -48.21, -1.08
9400, 469950, -49.43, -0.43, -47.65, -1.0
9500, 474950, -49.88, -0.1, -48.1, -1.11
9600, 479950, -49.76, -0.23, -47.48, -1.74
9700, 484950, -49.37, -0.61, -47.25, -1.9
9800, 489950, -48.97, -0.99, -46.3, -1.95
9900, 494950, -49.59, -0.4, -47.69, -0.97
10000, 499950, -49.09, -0.89, -47.5, -1.27
10100, 504950, -49.07, -0.75, -47.85, -1.03
10200, 509950, -49.47, -0.48, -47.96, -1.76
10300, 514950, -49.18, -0.63, -46.68, -1.97
10400, 519950, -49.32, -0.64, -48.33, -1.07
10500, 524950, -49.42, -0.52, -48.07, -1.41
10600, 529950, -49.28, -0.66, -48.33, -1.3
10700, 534950, -49.67, -0.25, -47.98, -1.5
10800, 539950, -49.4, -0.58, -48.25, -1.42
10900, 544950, -49.1, -0.9, -48.26, -1.06
11000, 549950, -48.41, -1.58, -48.2, -1.6
11100, 554950, -48.16, -1.81, -48.06, -1.55
11200, 559950, -49.27, -0.7, -48.06, -1.43
11300, 564950, -49.41, -0.57, -49.15, -0.64
11400, 569950, -48.02, -1.93, -48.04, -0.69
11500, 574950, -49.13, -0.81, -48.29, -0.59
11600, 579950, -43.78, -5.95, -48.8, -0.75
11700, 584950, -44.26, -4.52, -47.82, -1.22
11800, 589950, -48.95, -0.49, -48.91, -0.82
11900, 594950, -49.36, -0.58, -47.67, -1.72
12000, 599950, -49.26, -0.71, -48.3, -1.39
12100, 604950, -48.37, -1.61, -48.79, -0.75
12200, 609950, -49.37, -0.56, -48.54, -1.01
12300, 614950, -47.69, -1.01, -47.92, -1.62
12400, 619950, -48.68, -1.07, -48.46, -0.95
12500, 624950, -49.19, -0.6, -47.44, -0.96
12600, 629950, -49.21, -0.67, -47.42, -1.44
12700, 634950, -48.74, -1.21, -48.55, -0.87
12800, 639950, -49.36, -0.62, -47.98, -1.52
12900, 644950, -47.97, -1.97, -47.64, -1.52
13000, 649950, -46.45, -3.45, -46.5, -2.12
13100, 654950, -43.14, -6.79, -48.17, -1.52
13200, 659950, -45.55, -4.44, -44.34, -2.85
13300, 664950, -45.43, -4.55, -47.33, -1.97
13400, 669950, -40.88, -9.07, -47.64, -1.6
13500, 674950, -45.77, -4.18, -47.51, -2.07
13600, 679950, -44.41, -5.57, -46.71, -2.93
13700, 684950, -45.54, -4.42, -48.41, -1.19
13800, 689950, -43.52, -6.44, -48.81, -0.88
13900, 694950, -43.63, -6.37, -47.9, -1.83
14000, 699950, -43.8, -6.17, -47.82, -1.98
14100, 704950, -45.78, -4.2, -47.9, -1.56
14200, 709950, -41.64, -8.33, -47.08, -2.52
14300, 714950, -42.85, -7.06, -48.25, -1.46
14400, 719950, -44.32, -5.62, -47.85, -1.64
14500, 724950, -45.74, -4.23, -49.21, -0.67
14600, 729950, -39.56, -10.42, -49.42, -0.45
14700, 734950, -44.34, -5.65, -48.72, -0.91
14800, 739950, -43.02, -6.97, -48.52, -1.24
14900, 744950, -44.5, -5.37, -48.54, -1.19
15000, 749950, -45.96, -3.31, -48.59, -1.26
15100, 754950, -43.31, -6.65, -48.39, -1.47
15200, 759950, -37.09, -12.77, -48.47, -1.49
15300, 764950, -43.1, -6.8, -47.82, -2.14
15400, 769950, -42.46, -7.52, -48.29, -1.68
15500, 774950, -42.19, -7.68, -47.33, -2.61
15600, 779950, -41.76, -8.18, -45.8, -3.98
15700, 784950, -37.15, -12.78, -48.73, -1.0
15800, 789950, -47.88, -1.97, -49.41, -0.49
15900, 794950, -42.25, -7.59, -48.27, -0.99
16000, 799950, -42.34, -7.61, -48.12, -1.27
16100, 804950, -41.92, -7.95, -47.7, -1.47
16200, 809950, -40.91, -9.03, -47.37, -1.73
16300, 814950, -39.84, -9.3, -47.61, -1.73
16400, 819950, -43.66, -6.05, -47.83, -1.41
16500, 824950, -43.68, -5.53, -48.38, -0.88
16600, 829950, -44.18, -5.63, -48.29, -1.22
16700, 834950, -42.24, -7.65, -46.09, -3.62
16800, 839950, -43.78, -6.11, -46.66, -3.01
16900, 844950, -41.02, -8.86, -47.94, -1.87
17000, 849950, -40.0, -9.77, -45.55, -4.33
17100, 854950, -40.89, -9.01, -44.43, -5.19
17200, 859950, -41.42, -8.44, -45.47, -4.24
17300, 864950, -41.49, -8.35, -44.28, -5.39
17400, 869950, -42.95, -6.92, -46.78, -3.15
17500, 874950, -41.75, -8.23, -48.46, -1.39
17600, 879950, -40.17, -9.79, -47.84, -1.66
17700, 884950, -40.17, -9.76, -46.8, -2.66
17800, 889950, -40.38, -9.34, -47.71, -2.06
17900, 894950, -40.32, -9.42, -47.49, -2.1
18000, 899950, -36.7, -13.22, -47.77, -1.78
18100, 904950, -38.36, -11.57, -47.8, -1.79
18200, 909950, -34.78, -15.14, -48.16, -1.11
18300, 914950, -39.05, -10.83, -49.0, -0.91
18400, 919950, -32.07, -17.76, -49.15, -0.72
18500, 924950, -35.22, -14.71, -48.56, -1.09
18600, 929950, -37.32, -12.63, -47.13, -2.45
18700, 934950, -33.08, -16.87, -45.21, -4.71
18800, 939950, -35.5, -14.39, -45.34, -4.45
18900, 944950, -37.28, -12.58, -42.7, -7.11
19000, 949950, -36.55, -13.36, -44.23, -5.35
19100, 954950, -32.95, -17.01, -45.07, -3.9
19200, 959950, -34.87, -15.04, -46.96, -2.44
19300, 964950, -29.96, -19.97, -47.04, -2.72
19400, 969950, -27.05, -22.89, -48.1, -1.7
19500, 974950, -28.25, -21.64, -47.42, -2.39
19600, 979950, -25.07, -24.79, -45.23, -3.87
19700, 984950, -24.75, -25.13, -47.99, -1.51
19800, 989950, -24.34, -25.62, -46.54, -3.16
19900, 994950, -29.54, -20.36, -45.62, -3.82
20000, 999950, -24.58, -25.16, -45.51, -4.01
20100, 1004950, -33.09, -16.6, -45.58, -3.54
20200, 1009950, -28.99, -20.6, -45.78, -3.88
20300, 1014950, -26.52, -23.37, -47.47, -2.32
20400, 1019950, -30.08, -19.38, -47.45, -2.4
20500, 1024950, -29.64, -19.96, -46.17, -3.44
20600, 1029950, -27.22, -22.57, -45.85, -3.74
20700, 1034950, -30.04, -19.81, -46.19, -3.35
20800, 1039950, -28.49, -21.33, -45.3, -4.33
20900, 1044950, -29.47, -20.37, -45.36, -4.41
21000, 1049950, -23.88, -25.82, -47.16, -2.4
21100, 1054950, -20.95, -28.67, -45.91, -3.51
21200, 1059950, -20.85, -29.07, -47.09, -2.46
21300, 1064950, -17.53, -32.38, -45.6, -3.9
21400, 1069950, -22.75, -27.19, -46.22, -3.31
21500, 1074950, -24.86, -24.75, -39.38, -9.97
21600, 1079950, -20.35, -28.53, -41.85, -7.68
21700, 1084950, -17.34, -30.15, -45.27, -4.28
21800, 1089950, -13.33, -30.81, -43.35, -5.99
21900, 1094950, -17.75, -31.69, -42.11, -7.8
22000, 1099950, -22.03, -27.54, -40.96, -8.75
22100, 1104950, -25.16, -24.03, -40.41, -9.2
22200, 1109950, -20.08, -28.59, -37.5, -12.26
22300, 1114950, -23.68, -25.17, -27.13, -21.7
22400, 1119950, -19.65, -29.98, -30.38, -17.62
22500, 1124950, -28.44, -21.36, -31.1, -18.22
22600, 1129950, -27.4, -22.51, -33.98, -14.83
22700, 1134950, -23.06, -26.4, -34.93, -13.75
22800, 1139950, -25.42, -21.39, -38.64, -10.2
22900, 1144950, -17.26, -30.17, -34.02, -14.13
23000, 1149950, -21.44, -27.42, -34.68, -12.5
23100, 1154950, -12.06, -29.0, -32.23, -14.57
23200, 1159950, -8.91, -35.58, -28.03, -21.66
23300, 1164950, -15.94, -29.98, -23.54, -25.92
23400, 1169950, -14.43, -33.75, -25.88, -23.8
23500, 1174950, -15.03, -33.7, -25.1, -24.35
23600, 1179950, -15.97, -33.35, -24.39, -25.32
23700, 1184950, -9.67, -39.92, -27.15, -22.03
23800, 1189950, -14.29, -35.42, -27.43, -21.24
23900, 1194950, -14.88, -35.01, -26.16, -23.63
24000, 1199950, -17.5, -32.38, -26.26, -23.17
24100, 1204950, -17.15, -32.78, -25.84, -22.56
24200, 1209950, -19.86, -30.12, -19.79, -29.58
24300, 1214950, -24.0, -25.98, -4.58, -7.49
24400, 1219950, -7.16, -42.8, -29.32, -20.35
24500, 1224950, -7.88, -42.1, -28.95, -20.8
24600, 1229950, -11.66, -38.29, -25.46, -23.25
24700, 1234950, -11.78, -38.18, -22.36, -26.31
24800, 1239950, -15.15, -34.8, -22.45, -25.6
24900, 1244950, -15.11, -34.83, -22.77, -25.45
25000, 1249950, -14.09, -35.81, -23.55, -25.8
25100, 1254950, -13.04, -36.88, -22.7, -26.95
25200, 1259950, -13.43, -36.48, -24.69, -24.93
25300, 1264950, -18.48, -31.4, -23.94, -25.49
25400, 1269950, -16.57, -33.24, -21.37, -27.96
25500, 1274950, -23.85, -25.79, -25.26, -24.28
25600, 1279950, -21.63, -28.13, -23.62, -26.24
25700, 1284950, -24.95, -24.56, -23.84, -25.64
25800, 1289950, -19.95, -28.96, -26.27, -23.18
25900, 1294950, -23.26, -25.69, -23.66, -26.05
26000, 1299950, -20.63, -28.75, -24.8, -24.73
26100, 1304950, -18.72, -30.97, -26.64, -20.83
26200, 1309950, -18.27, -31.33, -27.45, -20.75
26300, 1314950, -17.47, -31.61, -30.05, -18.74
26400, 1319950, -13.31, -35.99, -31.94, -17.03
26500, 1324950, -18.86, -30.92, -31.19, -18.16
26600, 1329950, -23.53, -25.83, -31.48, -17.67
26700, 1334950, -24.34, -24.95, -33.08, -13.38
26800, 1339950, -17.5, -28.59, -32.3, -13.81
26900, 1344950, -31.42, -17.23, -31.58, -12.84
27000, 1349950, -31.35, -18.46, -32.01, -14.28
27100, 1354950, -25.45, -24.3, -29.69, -15.94
27200, 1359950, -29.2, -20.43, -25.22, -19.57
27300, 1364950, -23.71, -26.12, -32.44, -14.4
27400, 1369950, -27.03, -22.89, -33.72, -11.79
27500, 1374950, -22.81, -26.88, -29.99, -15.63
27600, 1379950, -22.14, -27.15, -34.39, -13.26
27700, 1384950, -21.12, -28.62, -35.31, -13.16
27800, 1389950, -25.98, -23.93, -34.04, -13.02
27900, 1394950, -20.83, -29.13, -33.99, -14.25
28000, 1399950, -17.21, -32.75, -32.65, -15.28
28100, 1404950, -19.05, -30.92, -33.85, -12.2
28200, 1409950, -19.76, -30.18, -34.54, -12.51
28300, 1414950, -18.08, -31.71, -35.47, -13.89
28400, 1419950, -19.04, -30.91, -31.46, -17.94
28500, 1424950, -17.38, -32.53, -30.37, -19.39
28600, 1429950, -18.32, -31.63, -33.62, -15.7
28700, 1434950, -19.88, -30.08, -42.22, -7.2
28800, 1439950, -17.96, -31.98, -43.7, -5.95
28900, 1444950, -15.97, -34.0, -42.7, -6.37
29000, 1449950, -16.17, -33.8, -43.41, -6.22
29100, 1454950, -15.37, -33.85, -37.65, -11.78
29200, 1459950, -13.99, -35.27, -36.7, -12.74
29300, 1464950, -13.52, -36.44, -36.85, -12.71
29400, 1469950, -15.38, -34.55, -35.47, -14.21
29500, 1474950, -11.58, -38.41, -41.41, -8.0
29600, 1479950, -15.86, -34.09, -42.08, -7.13
29700, 1484950, -13.84, -36.09, -36.03, -12.9
29800, 1489950, -18.68, -31.22, -35.49, -11.45
29900, 1494950, -12.83, -35.85, -27.16, -21.5
30000, 1499950, -9.97, -35.38, -34.73, -14.61
30100, 1504950, -10.06, -27.66, -37.36, -12.21
30200, 1509950, -13.11, -30.3, -37.23, -11.65
30300, 1514950, -16.35, -33.46, -33.09, -16.49
30400, 1519950, -15.71, -34.25, -35.3, -11.18
30500, 1524950, -9.8, -40.13, -34.17, -10.34
30600, 1529950, -11.3, -38.64, -24.5, -18.38
30700, 1534950, -18.9, -31.0, -27.52, -18.69
30800, 1539950, -11.52, -38.43, -26.95, -19.79
30900, 1544950, -12.17, -37.77, -31.84, -17.28
31000, 1549950, -8.42, -41.46, -30.32, -14.29
31100, 1554950, -12.08, -37.75, -26.12, -18.6
31200, 1559950, -13.57, -35.55, -31.38, -16.12
31300, 1564950, -12.4, -36.27, -29.04, -17.83
31400, 1569950, -8.81, -40.22, -34.02, -13.59
31500, 1574950, -19.82, -29.67, -40.9, -5.7
31600, 1579950, -10.67, -38.7, -37.08, -7.75
31700, 1584950, -9.73, -40.0, -31.16, -13.51
31800, 1589950, -14.72, -34.95, -36.34, -7.31
31900, 1594950, -12.56, -37.04, -36.38, -9.58
32000, 1599950, -9.35, -40.16, -34.75, -10.4
32100, 1604950, -11.14, -38.41, -30.91, -11.67
32200, 1609950, -15.33, -33.92, -30.85, -14.76
32300, 1614950, -13.12, -33.17, -31.93, -8.88
32400, 1619950, -15.86, -25.69, -24.49, -14.11
32500, 1624950, -19.36, -22.58, -35.72, -9.14
32600, 1629950, -20.28, -24.65, -31.63, -13.96
32700, 1634950, -18.67, -26.69, -39.35, -9.27
32800, 1639950, -17.51, -26.0, -41.03, -7.3
32900, 1644950, -17.4, -29.6, -32.17, -11.3
33000, 1649950, -12.54, -32.85, -34.55, -9.22
33100, 1654950, -16.75, -29.08, -35.14, -7.35
33200, 1659950, -13.88, -31.89, -33.35, -8.11
33300, 1664950, -11.43, -37.07, -32.43, -8.04
33400, 1669950, -8.56, -39.42, -30.85, -12.02
33500, 1674950, -5.12, -43.32, -33.53, -10.59
33600, 1679950, -4.25, -45.04, -32.62, -9.51
33700, 1684950, -5.64, -43.69, -33.23, -6.69
33800, 1689950, -6.24, -42.73, -38.54, -5.05
33900, 1694950, -7.23, -42.23, -35.45, -7.0
34000, 1699950, -6.28, -42.91, -33.78, -8.85
34100, 1704950, -7.22, -41.64, -33.83, -7.54
34200, 1709950, -6.49, -42.08, -36.28, -3.18
34300, 1714950, -8.96, -38.76, -33.77, -4.89
34400, 1719950, -9.01, -38.66, -31.92, -8.11
34500, 1724950, -8.09, -41.25, -36.14, -10.77
34600, 1729950, -7.17, -42.72, -33.15, -8.22
34700, 1734950, -9.39, -39.99, -30.33, -10.62
34800, 1739950, -9.8, -39.99, -37.93, -10.87
34900, 1744950, -11.1, -38.62, -36.68, -8.91
35000, 1749950, -8.51, -40.99, -33.68, -11.03
35100, 1754950, -9.47, -39.07, -34.06, -8.9
35200, 1759950, -9.88, -39.44, -31.06, -12.13
35300, 1764950, -9.74, -39.27, -34.0, -10.54
35400, 1769950, -7.44, -41.19, -32.47, -10.69
35500, 1774950, -7.17, -40.5, -27.62, -17.03
35600, 1779950, -9.11, -39.89, -22.69, -23.66
35700, 1784950, -12.75, -37.01, -21.72, -22.09
35800, 1789950, -19.34, -30.25, -20.93, -22.47
35900, 1794950, -16.92, -32.97, -24.07, -22.4
36000, 1799950, -14.32, -35.3, -19.8, -25.15
36100, 1804950, -19.1, -30.66, -18.83, -26.15
36200, 1809950, -15.91, -33.85, -17.8, -27.56
36300, 1814950, -14.66, -34.29, -21.45, -23.82
36400, 1819950, -14.7, -34.28, -18.61, -25.66
36500, 1824950, -14.29, -33.87, -20.5, -24.59
36600, 1829950, -13.47, -36.39, -22.05, -23.95
36700, 1834950, -16.73, -33.15, -32.29, -17.04
36800, 1839950, -13.39, -36.29, -30.94, -13.85
36900, 1844950, -13.61, -35.79, -27.26, -16.87
37000, 1849950, -16.08, -31.51, -30.6, -14.36
37100, 1854950, -14.62, -34.01, -29.14, -15.6
37200, 1859950, -14.06, -34.21, -26.47, -17.33
37300, 1864950, -15.01, -33.24, -29.49, -14.52
37400, 1869950, -14.82, -31.62, -34.58, -9.37
37500, 1874950, -16.13, -16.87, -32.72, -10.62
37600, 1879950, -18.66, -17.77, -35.94, -10.69
37700, 1884950, -19.61, -12.71, -34.03, -11.76
37800, 1889950, -15.16, -20.44, -34.82, -11.73
37900, 1894950, -18.06, -16.55, -31.6, -11.66
38000, 1899950, -15.36, -18.27, -32.58, -12.03
38100, 1904950, -13.91, -21.41, -31.44, -13.15
38200, 1909950, -21.38, -15.78, -34.58, -10.16
38300, 1914950, -14.22, -23.58, -32.92, -11.42
38400, 1919950, -15.56, -24.69, -36.89, -9.55
38500, 1924950, -12.98, -35.49, -35.56, -9.96
38600, 1929950, -14.3, -35.37, -35.25, -9.47
38700, 1934950, -12.15, -37.35, -35.68, -8.1
38800, 1939950, -10.59, -37.89, -35.1, -9.32
38900, 1944950, -12.09, -36.54, -31.7, -11.65
39000, 1949950, -9.91, -39.4, -31.52, -11.25
39100, 1954950, -11.45, -37.75, -27.01, -12.16
39200, 1959950, -10.25, -39.37, -31.33, -11.98
39300, 1964950, -9.2, -39.56, -26.01, -17.88
39400, 1969950, -11.18, -34.11, -26.64, -17.0
39500, 1974950, -19.9, -23.4, -28.21, -14.4
39600, 1979950, -15.79, -25.55, -27.06, -16.54
39700, 1984950, -13.32, -15.6, -30.8, -11.45
39800, 1989950, -15.4, -12.96, -33.52, -10.25
39900, 1994950, -14.99, -15.21, -30.86, -13.66
40000, 1999950, -16.64, -12.99, -30.51, -12.61
