a0_to_a1,a0_to_a2,a0_to_a3,a1_to_a0,a1_to_a2,a1_to_a3,a2_to_a0,a2_to_a1,a2_to_a3,a3_to_a0,a3_to_a1,a3_to_a2,episode,step
B,B,B,C,C,C,C,C,C,A,A,A,3,45
B,B,B,C,C,C,C,C,C,A,A,A,3,46
A,A,A,C,C,C,C,C,C,A,A,A,3,47
A,A,A,C,C,C,C,C,C,A,A,A,3,48
C,C,C,C,C,C,C,C,C,A,A,A,3,49
_,_,_,_,_,_,_,_,_,_,_,_,4,0
A,A,A,A,A,A,A,A,A,A,A,A,4,1
C,C,C,A,A,A,B,B,B,A,A,A,4,2
A,A,A,A,A,A,A,A,A,A,A,A,4,3
A,A,A,A,A,A,B,B,B,A,A,A,4,4
A,A,A,A,A,A,A,A,A,A,A,A,4,5
A,A,A,A,A,A,A,A,A,A,A,A,4,6
A,A,A,A,A,A,A,A,A,A,A,A,4,7
A,A,A,A,A,A,A,A,A,A,A,A,4,8
A,A,A,A,A,A,C,C,C,A,A,A,4,9
A,A,A,A,A,A,C,C,C,C,C,C,4,10
A,A,A,A,A,A,C,C,C,A,A,A,4,11
A,A,A,A,A,A,A,A,A,A,A,A,4,12
A,A,A,A,A,A,C,C,C,A,A,A,4,13
A,A,A,A,A,A,C,C,C,A,A,A,4,14
A,A,A,A,A,A,C,C,C,A,A,A,4,15
A,A,A,A,A,A,C,C,C,A,A,A,4,16
A,A,A,A,A,A,C,C,C,A,A,A,4,17
A,A,A,A,A,A,C,C,C,A,A,A,4,18
A,A,A,A,A,A,C,C,C,A,A,A,4,19
A,A,A,A,A,A,C,C,C,A,A,A,4,20
A,A,A,A,A,A,C,C,C,A,A,A,4,21
A,A,A,C,C,C,C,C,C,A,A,A,4,22
A,A,A,C,C,C,C,C,C,A,A,A,4,23
A,A,A,C,C,C,C,C,C,C,C,C,4,24
A,A,A,C,C,C,A,A,A,C,C,C,4,25
A,A,A,C,C,C,A,A,A,A,A,A,4,26
A,A,A,C,C,C,C,C,C,A,A,A,4,27
A,A,A,C,C,C,C,C,C,A,A,A,4,28
A,A,A,C,C,C,C,C,C,A,A,A,4,29
A,A,A,C,C,C,C,C,C,A,A,A,4,30
A,A,A,C,C,C,C,C,C,A,A,A,4,31
A,A,A,C,C,C,C,C,C,A,A,A,4,32
A,A,A,C,C,C,C,C,C,A,A,A,4,33
A,A,A,C,C,C,C,C,C,C,C,C,4,34
A,A,A,C,C,C,C,C,C,C,C,C,4,35
A,A,A,C,C,C,C,C,C,C,C,C,4,36
A,A,A,C,C,C,C,C,C,C,C,C,4,37
A,A,A,C,C,C,C,C,C,C,C,C,4,38
A,A,A,C,C,C,C,C,C,A,A,A,4,39
A,A,A,C,C,C,C,C,C,A,A,A,4,40
A,A,A,C,C,C,C,C,C,A,A,A,4,41
A,A,A,C,C,C,A,A,A,A,A,A,4,42
A,A,A,C,C,C,C,C,C,A,A,A,4,43
A,A,A,C,C,C,A,A,A,A,A,A,4,44
A,A,A,C,C,C,A,A,A,A,A,A,4,45
A,A,A,C,C,C,A,A,A,A,A,A,4,46
A,A,A,C,C,C,C,C,C,A,A,A,4,47
A,A,A,C,C,C,C,C,C,A,A,A,4,48
A,A,A,C,C,C,C,C,C,C,C,C,4,49
_,_,_,_,_,_,_,_,_,_,_,_,5,0
A,A,A,A,A,A,A,A,A,A,A,A,5,1
C,C,C,A,A,A,A,A,A,A,A,A,5,2
A,A,A,A,A,A,A,A,A,A,A,A,5,3
A,A,A,A,A,A,A,A,A,A,A,A,5,4
A,A,A,A,A,A,A,A,A,A,A,A,5,5
C,C,C,A,A,A,A,A,A,A,A,A,5,6
A,A,A,A,A,A,A,A,A,A,A,A,5,7
A,A,A,A,A,A,A,A,A,A,A,A,5,8
A,A,A,A,A,A,A,A,A,A,A,A,5,9
C,C,C,A,A,A,A,A,A,A,A,A,5,10
A,A,A,A,A,A,C,C,C,A,A,A,5,11
A,A,A,A,A,A,A,A,A,A,A,A,5,12
A,A,A,A,A,A,C,C,C,A,A,A,5,13
A,A,A,A,A,A,A,A,A,A,A,A,5,14
A,A,A,A,A,A,C,C,C,A,A,A,5,15
A,A,A,A,A,A,A,A,A,A,A,A,5,16
A,A,A,A,A,A,A,A,A,A,A,A,5,17
A,A,A,A,A,A,A,A,A,A,A,A,5,18
A,A,A,A,A,A,A,A,A,A,A,A,5,19
A,A,A,A,A,A,A,A,A,A,A,A,5,20
A,A,A,A,A,A,A,A,A,A,A,A,5,21
A,A,A,A,A,A,A,A,A,A,A,A,5,22
A,A,A,A,A,A,C,C,C,A,A,A,5,23
A,A,A,A,A,A,C,C,C,A,A,A,5,24
A,A,A,C,C,C,C,C,C,A,A,A,5,25
A,A,A,C,C,C,C,C,C,A,A,A,5,26
A,A,A,C,C,C,C,C,C,A,A,A,5,27
A,A,A,C,C,C,C,C,C,A,A,A,5,28
A,A,A,C,C,C,C,C,C,A,A,A,5,29
A,A,A,C,C,C,C,C,C,A,A,A,5,30
A,A,A,C,C,C,C,C,C,A,A,A,5,31
A,A,A,C,C,C,C,C,C,A,A,A,5,32
A,A,A,C,C,C,C,C,C,A,A,A,5,33
A,A,A,C,C,C,C,C,C,A,A,A,5,34
A,A,A,C,C,C,C,C,C,A,A,A,5,35
A,A,A,C,C,C,C,C,C,A,A,A,5,36
A,A,A,C,C,C,C,C,C,A,A,A,5,37
A,A,A,C,C,C,C,C,C,A,A,A,5,38
A,A,A,C,C,C,C,C,C,A,A,A,5,39
A,A,A,C,C,C,C,C,C,A,A,A,5,40
A,A,A,C,C,C,C,C,C,A,A,A,5,41
A,A,A,C,C,C,C,C,C,A,A,A,5,42
A,A,A,C,C,C,C,C,C,A,A,A,5,43
A,A,A,C,C,C,C,C,C,A,A,A,5,44
A,A,A,C,C,C,C,C,C,A,A,A,5,45
A,A,A,C,C,C,C,C,C,A,A,A,5,46
A,A,A,C,C,C,C,C,C,A,A,A,5,47
A,A,A,C,C,C,C,C,C,A,A,A,5,48
A,A,A,C,C,C,C,C,C,C,C,C,5,49
