episode,step,agent0_energy_min,agent0_energy_max,agent0_energy_avg,agent1_energy_min,agent1_energy_max,agent1_energy_avg,agent2_energy_min,agent2_energy_max,agent2_energy_avg,agent3_energy_min,agent3_energy_max,agent3_energy_avg
5600, 279950, -3.565, -0.245, -2.3593, -4.79, -0.295, -3.2984000000000013, -49.595, -1.0, -25.187799999999996, -49.455, -0.94, -25.0675
5800, 289950, -4.995, -0.3, -3.223300000000001, -4.59, -0.3, -3.2809999999999984, -49.42, -1.0, -25.0588, -49.425, -0.95, -25.101900000000004
6000, 299950, -4.215, -0.26, -2.8480000000000003, -4.855, -0.23, -3.383400000000001, -49.115, -0.995, -24.8119, -49.605, -0.96, -25.235599999999998
6200, 309950, -1.185, -0.185, -0.9538, -4.505, -0.175, -3.0273999999999996, -49.53, -1.0, -25.140099999999997, -48.58, -0.96, -24.543400000000002
6400, 319950, -1.155, -0.18, -0.9488999999999999, -3.31, -0.16, -2.4000999999999997, -49.39, -0.985, -25.036200000000004, -49.11, -0.98, -24.900799999999993
6600, 329950, -2.335, -0.3, -1.8329, -2.725, -0.205, -2.1729000000000003, -49.175, -0.96, -24.9198, -49.29, -0.98, -25.0006
6800, 339950, -1.92, -0.305, -1.6873999999999996, -3.495, -0.185, -2.5583, -49.69, -0.995, -25.2779, -48.785, -0.93, -24.605500000000006
7000, 349950, -1.255, -0.215, -1.1052, -3.02, -0.19, -2.251099999999999, -49.71, -0.985, -25.294600000000006, -48.825, -0.89, -24.586800000000004
7200, 359950, -1.475, -0.245, -1.2629000000000001, -2.95, -0.17, -2.2440999999999995, -49.76, -0.995, -25.344899999999992, -49.38, -0.94, -25.016199999999998
7400, 369950, -2.71, -0.31, -2.0925, -3.315, -0.19, -2.3975999999999997, -49.795, -0.97, -25.337000000000003, -49.775, -0.985, -25.323000000000008
7600, 379950, -1.21, -0.19, -1.0495999999999994, -2.115, -0.145, -1.6271000000000004, -49.665, -0.96, -25.247399999999992, -49.065, -0.945, -24.8314
7800, 389950, -2.19, -0.335, -1.8805, -1.56, -0.11, -1.1673, -49.79, -0.99, -25.351899999999997, -49.825, -0.975, -25.3681
8000, 399950, -1.77, -0.255, -1.5797999999999996, -2.02, -0.19, -1.6456, -49.91, -0.995, -25.444900000000004, -49.29, -0.995, -24.980300000000003
8200, 409950, -2.77, -0.285, -1.9922000000000002, -2.32, -0.185, -1.6490999999999998, -49.775, -0.99, -25.338099999999994, -49.62, -0.995, -25.204999999999995
8400, 419950, -5.11, -0.44, -3.966000000000002, -3.325, -0.265, -2.387799999999999, -49.725, -0.995, -25.302799999999998, -49.925, -0.995, -25.448800000000002
8600, 429950, -3.425, -0.405, -2.8095, -1.52, -0.13, -1.2684, -49.895, -0.99, -25.4404, -49.915, -1.0, -25.461499999999997
8800, 439950, -5.035, -0.475, -4.010800000000001, -4.965, -0.285, -3.232800000000001, -49.885, -0.99, -25.428700000000003, -49.945, -0.995, -25.4575
9000, 449950, -3.53, -0.43, -2.9667000000000003, -1.83, -0.205, -1.4808999999999997, -49.88, -0.985, -25.434800000000006, -49.905, -0.98, -25.4434
9200, 459950, -4.68, -0.43, -3.5357000000000003, -3.4, -0.235, -2.47, -49.91, -0.99, -25.432999999999996, -49.53, -0.975, -25.140099999999997
9400, 469950, -3.31, -0.38, -2.7541, -2.44, -0.195, -1.7810000000000006, -49.94, -0.995, -25.465500000000002, -49.44, -0.99, -25.087999999999997
9600, 479950, -2.17, -0.305, -1.7761999999999998, -4.525, -0.29, -3.3308999999999997, -49.9, -0.995, -25.4435, -49.415, -0.97, -25.054199999999994
9800, 489950, -2.355, -0.4, -2.0699999999999994, -4.615, -0.295, -3.471099999999999, -49.925, -1.0, -25.461599999999994, -49.68, -1.0, -25.269299999999998
10000, 499950, -3.675, -0.42, -3.0366999999999997, -3.795, -0.345, -2.8379000000000003, -49.86, -1.0, -25.403499999999998, -49.915, -0.99, -25.445199999999996
10200, 509950, -4.01, -0.405, -3.1477000000000004, -4.08, -0.24, -2.7967, -49.885, -0.985, -25.4272, -49.605, -0.965, -25.18590000000001
10400, 519950, -4.44, -0.485, -3.5376, -3.47, -0.24, -2.3397, -49.825, -0.995, -25.386099999999995, -49.48, -0.96, -25.086499999999997
10600, 529950, -2.79, -0.435, -2.4433000000000002, -4.69, -0.315, -3.1333999999999986, -49.87, -0.99, -25.410299999999996, -48.875, -0.965, -24.6334
10800, 539950, -3.875, -0.445, -3.1637999999999993, -4.655, -0.22, -3.0175000000000005, -49.845, -0.995, -25.385399999999994, -49.315, -1.0, -24.9771
11000, 549950, -3.23, -0.39, -2.6689000000000003, -4.155, -0.27, -2.928499999999999, -49.81, -0.975, -25.352000000000004, -49.665, -0.975, -25.23700000000001
11200, 559950, -3.68, -0.38, -3.1069999999999998, -3.56, -0.295, -2.5246000000000004, -49.78, -0.99, -25.351799999999997, -49.59, -0.98, -25.181599999999992
11400, 569950, -6.31, -0.515, -4.563999999999998, -2.665, -0.215, -1.8948999999999996, -49.87, -0.985, -25.3968, -49.91, -0.995, -25.437100000000004
11600, 579950, -2.56, -0.355, -2.1379000000000006, -3.495, -0.265, -2.3977, -49.825, -0.99, -25.380600000000005, -47.76, -0.905, -23.980500000000006
11800, 589950, -3.775, -0.395, -3.0618000000000007, -3.31, -0.22, -2.3617000000000004, -49.87, -0.995, -25.412999999999997, -49.085, -1.0, -24.842299999999994
12000, 599950, -4.445, -0.395, -3.4296000000000015, -2.595, -0.185, -1.9793000000000007, -49.955, -0.995, -25.4685, -49.35, -0.98, -25.03119999999999
12200, 609950, -5.615, -0.53, -4.4137, -3.515, -0.225, -2.4296000000000006, -49.44, -0.98, -25.220600000000008, -48.55, -1.0, -24.551700000000004
12400, 619950, -4.55, -0.48, -3.7500000000000027, -7.7, -0.31, -4.495399999999999, -49.855, -1.0, -25.449000000000005, -49.28, -1.0, -24.9783
12600, 629950, -2.13, -0.285, -1.8679999999999999, -3.81, -0.21, -2.5227, -49.855, -1.0, -25.408, -49.84, -1.0, -25.388
12800, 639950, -3.29, -0.415, -2.7184000000000004, -5.935, -0.275, -3.8062, -47.88, -0.995, -24.6424, -49.705, -0.99, -25.257799999999996
13000, 649950, -2.62, -0.385, -2.2418, -4.78, -0.31, -3.301500000000002, -49.735, -1.0, -25.345, -49.64, -0.985, -25.211399999999994
13200, 659950, -2.855, -0.34, -2.2566999999999995, -4.34, -0.385, -3.3219999999999983, -49.805, -1.0, -25.3879, -49.64, -1.0, -25.2353
13400, 669950, -2.305, -0.35, -2.0113, -5.735, -0.3, -3.9360999999999984, -49.84, -1.0, -25.378999999999998, -49.825, -0.98, -25.391599999999997
13600, 679950, -3.24, -0.46, -2.7733, -4.385, -0.265, -2.989200000000001, -49.68, -0.995, -25.352400000000003, -49.735, -1.0, -25.32229999999999
13800, 689950, -3.465, -0.415, -2.8312, -5.865, -0.245, -3.8999000000000006, -48.74, -1.0, -25.0146, -49.625, -1.0, -25.234
14000, 699950, -4.185, -0.415, -3.281599999999999, -4.185, -0.22, -2.7312, -49.61, -0.995, -25.26609999999999, -49.88, -1.0, -25.428200000000007
14200, 709950, -3.79, -0.44, -3.1266999999999996, -6.57, -0.195, -4.070099999999997, -49.685, -0.99, -25.371299999999998, -49.9, -1.0, -25.430800000000005
14400, 719950, -2.895, -0.35, -2.464899999999999, -8.395, -0.295, -4.9056000000000015, -49.845, -0.995, -25.429899999999996, -49.715, -0.97, -25.28729999999999
14600, 729950, -4.325, -0.495, -3.5018000000000002, -6.725, -0.355, -4.3414, -49.76, -0.995, -25.33460000000001, -49.775, -0.98, -25.3349
14800, 739950, -3.515, -0.38, -2.7771, -4.39, -0.22, -3.0298999999999996, -49.605, -1.0, -25.218199999999992, -49.24, -0.94, -24.972300000000004
15000, 749950, -4.765, -0.525, -3.7090000000000014, -5.07, -0.29, -3.6195000000000004, -49.89, -1.0, -25.424000000000007, -49.595, -1.0, -25.209399999999995
15200, 759950, -4.53, -0.45, -3.744599999999999, -5.17, -0.265, -3.3157999999999994, -49.915, -1.0, -25.4521, -49.515, -0.975, -25.121399999999998
15400, 769950, -3.735, -0.445, -3.0996000000000015, -8.49, -0.34, -5.2101999999999995, -49.725, -0.985, -25.318, -49.73, -0.965, -25.300299999999993
15600, 779950, -3.19, -0.415, -2.7618, -6.225, -0.325, -4.3584, -49.7, -1.0, -25.298200000000005, -49.76, -0.99, -25.320999999999998
15800, 789950, -4.54, -0.445, -3.4638999999999998, -4.605, -0.285, -3.1631, -49.845, -1.0, -25.4054, -49.915, -1.0, -25.457299999999996
16000, 799950, -3.925, -0.39, -3.1826999999999996, -4.825, -0.34, -3.275900000000001, -49.155, -0.98, -25.036199999999997, -49.84, -0.95, -25.364700000000003
16200, 809950, -3.14, -0.37, -2.6569000000000007, -5.945, -0.26, -3.6267999999999994, -48.455, -1.0, -24.84069999999999, -49.77, -0.99, -25.3285
16400, 819950, -3.895, -0.42, -3.1965999999999997, -4.98, -0.265, -3.117500000000001, -47.585, -1.0, -24.550500000000003, -49.675, -0.99, -25.267999999999997
16600, 829950, -3.335, -0.355, -2.6881000000000004, -8.435, -0.305, -5.022600000000001, -47.915, -1.0, -24.686700000000005, -49.67, -0.975, -25.232999999999997
16800, 839950, -4.535, -0.37, -3.396800000000003, -10.54, -0.33, -5.921199999999998, -45.825, -1.0, -23.763600000000007, -49.275, -0.99, -25.025499999999987
17000, 849950, -2.965, -0.36, -2.5030000000000006, -5.215, -0.3, -3.4240999999999993, -42.76, -1.0, -22.481399999999994, -49.83, -0.995, -25.390599999999992
17200, 859950, -5.255, -0.465, -4.1953, -6.805, -0.345, -4.609399999999999, -48.475, -0.99, -24.790399999999998, -49.815, -0.975, -25.3581
17400, 869950, -3.78, -0.39, -3.1324000000000023, -8.81, -0.32, -5.462100000000004, -44.97, -0.98, -23.35580000000001, -49.875, -0.985, -25.4142
17600, 879950, -5.04, -0.44, -4.040900000000001, -9.27, -0.31, -5.7674999999999965, -48.645, -0.995, -24.923900000000007, -49.955, -1.0, -25.478199999999998
17800, 889950, -4.85, -0.49, -3.9563000000000006, -6.935, -0.3, -4.436700000000001, -48.375, -0.975, -24.789499999999997, -49.88, -1.0, -25.416
18000, 899950, -5.785, -0.485, -4.561299999999999, -8.745, -0.375, -5.658399999999996, -47.615, -0.99, -24.544499999999992, -49.89, -0.995, -25.438399999999998
18200, 909950, -3.755, -0.385, -2.9964999999999993, -5.92, -0.28, -4.056200000000001, -49.17, -0.98, -25.0774, -49.35, -0.985, -25.051699999999997
18400, 919950, -5.34, -0.51, -4.206700000000001, -5.65, -0.335, -4.0831, -45.73, -0.985, -23.680200000000003, -49.73, -0.985, -25.313699999999997
18600, 929950, -4.68, -0.47, -3.8863000000000003, -5.9, -0.33, -4.098400000000001, -39.9, -0.995, -21.300199999999997, -49.865, -0.985, -25.428
18800, 939950, -5.705, -0.555, -4.459200000000003, -8.48, -0.39, -5.7611000000000026, -39.72, -0.98, -21.2287, -49.79, -0.98, -25.389399999999995
19000, 949950, -5.36, -0.475, -4.2966000000000015, -10.575, -0.355, -6.786300000000002, -41.135, -1.0, -22.02990000000001, -49.88, -0.99, -25.4212
19200, 959950, -5.975, -0.52, -4.580499999999998, -7.955, -0.315, -5.152199999999999, -41.965, -0.99, -22.2921, -49.81, -1.0, -25.400100000000002
19400, 969950, -5.13, -0.49, -4.0047000000000015, -6.59, -0.345, -4.534600000000001, -39.15, -1.0, -21.28550000000001, -49.875, -1.0, -25.4245
19600, 979950, -5.05, -0.39, -3.7203, -6.255, -0.28, -4.366899999999999, -41.005, -1.0, -22.0861, -49.88, -0.99, -25.4216
19800, 989950, -8.44, -0.545, -5.662100000000001, -8.33, -0.36, -5.918300000000003, -48.54, -0.97, -24.90140000000001, -49.91, -1.0, -25.4661
20000, 999950, -9.685, -0.525, -6.236499999999998, -9.915, -0.355, -6.208499999999997, -47.64, -1.0, -24.490599999999993, -49.755, -0.985, -25.333699999999993
20200, 1009950, -10.04, -0.6, -6.8748000000000005, -8.92, -0.31, -5.449200000000001, -44.635, -0.98, -23.4919, -49.705, -0.945, -25.293000000000003
20400, 1019950, -6.18, -0.545, -4.552900000000001, -6.755, -0.325, -4.4939, -39.185, -0.99, -21.3158, -49.5, -0.965, -25.1085
20600, 1029950, -7.035, -0.525, -5.1759, -9.605, -0.37, -6.322100000000002, -41.3, -1.0, -21.8726, -49.77, -0.99, -25.317600000000002
20800, 1039950, -6.33, -0.475, -4.6328000000000005, -7.85, -0.31, -4.734, -39.785, -0.995, -21.471100000000007, -49.655, -0.995, -25.247000000000003
21000, 1049950, -8.975, -0.55, -6.2002999999999995, -8.24, -0.39, -4.972800000000001, -39.72, -0.98, -21.369100000000007, -49.62, -0.995, -25.197999999999997
21200, 1059950, -10.175, -0.535, -6.650799999999997, -6.125, -0.37, -4.194499999999999, -41.47, -0.99, -22.376799999999992, -49.495, -0.99, -25.1336
21400, 1069950, -7.44, -0.555, -5.733400000000001, -10.355, -0.355, -6.2928, -38.8, -0.99, -21.321800000000003, -49.89, -1.0, -25.437600000000003
21600, 1079950, -6.525, -0.525, -4.7594, -10.185, -0.365, -6.347600000000001, -37.035, -0.975, -20.481900000000007, -49.875, -0.98, -25.404899999999998
21800, 1089950, -7.23, -0.515, -5.5125, -11.23, -0.425, -6.7757000000000005, -36.91, -0.995, -20.525499999999997, -49.835, -0.975, -25.389000000000006
22000, 1099950, -7.74, -0.52, -5.5806000000000004, -11.37, -0.55, -7.546500000000001, -37.155, -1.0, -20.518799999999995, -49.905, -0.995, -25.4355
22200, 1109950, -9.16, -0.565, -6.798900000000004, -10.745, -0.495, -6.921100000000008, -40.39, -1.0, -21.69240000000001, -49.86, -1.0, -25.4105
22400, 1119950, -10.075, -0.58, -7.420700000000005, -13.89, -0.655, -9.718799999999998, -39.76, -1.0, -21.658, -49.935, -0.99, -25.4591
22600, 1129950, -11.445, -0.675, -8.347300000000004, -13.825, -0.745, -9.336600000000002, -40.865, -1.0, -21.70700000000001, -49.88, -1.0, -25.4276
22800, 1139950, -11.125, -0.715, -8.294800000000002, -15.315, -0.78, -10.1243, -41.5, -0.99, -22.032099999999996, -49.83, -1.0, -25.3848
23000, 1149950, -12.53, -0.825, -9.323200000000003, -20.295, -0.9, -13.012199999999998, -40.575, -0.99, -21.643199999999997, -49.62, -1.0, -25.236900000000006
23200, 1159950, -14.85, -0.865, -10.709299999999995, -16.11, -0.875, -10.915799999999997, -35.745, -0.96, -19.949, -49.36, -0.995, -25.080399999999994
23400, 1169950, -14.115, -0.87, -10.171000000000003, -20.295, -0.92, -12.792699999999993, -40.42, -0.955, -21.401300000000006, -49.595, -0.965, -25.239300000000004
23600, 1179950, -12.075, -0.865, -9.387199999999996, -23.22, -0.94, -14.041700000000002, -30.45, -0.82, -17.06840000000001, -49.345, -0.855, -24.936300000000003
23800, 1189950, -11.315, -0.84, -8.711800000000006, -16.375, -0.905, -11.220900000000004, -29.195, -0.765, -16.6574, -48.67, -0.875, -24.590600000000006
24000, 1199950, -12.5, -0.735, -8.833500000000006, -16.685, -0.865, -11.015200000000004, -30.635, -0.655, -16.1427, -40.91, -0.685, -20.039800000000003
24200, 1209950, -12.395, -0.79, -9.215900000000007, -27.68, -0.925, -15.972999999999992, -31.155, -0.96, -18.491000000000007, -48.88, -0.94, -24.659299999999998
24400, 1219950, -11.59, -0.87, -9.105300000000005, -12.03, -0.81, -8.419100000000002, -31.63, -0.985, -18.420900000000007, -48.795, -0.985, -24.7592
24600, 1229950, -11.255, -0.83, -8.701699999999999, -13.595, -0.8, -9.300800000000002, -29.235, -0.995, -17.958700000000004, -45.26, -0.98, -22.992800000000003
24800, 1239950, -10.99, -0.78, -8.1322, -13.98, -0.875, -9.8824, -35.265, -0.98, -19.848700000000004, -48.03, -1.0, -24.472800000000003
25000, 1249950, -11.305, -0.86, -8.849900000000007, -14.375, -0.79, -9.743200000000002, -37.165, -0.985, -20.563000000000002, -46.43, -1.0, -23.731200000000005
25200, 1259950, -9.71, -0.845, -7.515699999999999, -14.32, -0.865, -9.744799999999996, -27.23, -0.84, -15.813499999999994, -42.985, -0.995, -22.627599999999987
25400, 1269950, -11.87, -0.845, -9.021200000000006, -16.465, -0.93, -11.10029999999999, -32.41, -0.78, -17.6069, -48.75, -1.0, -24.98429999999999
25600, 1279950, -13.25, -0.845, -9.6527, -21.05, -0.905, -13.320100000000004, -34.045, -0.91, -18.138600000000007, -49.365, -1.0, -25.186299999999996
25800, 1289950, -11.425, -0.83, -8.888399999999999, -17.565, -0.94, -11.924800000000005, -34.925, -0.92, -19.420400000000008, -48.99, -1.0, -25.00819999999999
26000, 1299950, -12.485, -0.865, -9.625100000000003, -13.3, -0.9, -9.764399999999997, -34.15, -0.91, -19.182399999999994, -49.39, -1.0, -25.195000000000004
26200, 1309950, -13.96, -0.905, -10.002200000000002, -17.33, -1.0, -12.099800000000002, -33.255, -0.94, -18.804499999999994, -49.81, -1.0, -25.387300000000003
26400, 1319950, -13.475, -0.885, -9.813600000000003, -22.495, -0.98, -14.375700000000002, -31.11, -0.94, -17.825599999999994, -49.165, -1.0, -24.965
26600, 1329950, -12.465, -0.83, -9.197299999999998, -16.44, -0.965, -11.752500000000007, -27.245, -0.965, -16.350400000000008, -49.64, -1.0, -25.2973
26800, 1339950, -13.43, -0.815, -9.412799999999999, -20.165, -0.965, -13.601299999999997, -25.795, -0.885, -15.443400000000004, -43.68, -0.805, -21.741999999999997
27000, 1349950, -13.285, -0.86, -9.7935, -19.845, -0.955, -13.133300000000013, -26.73, -0.935, -16.155600000000003, -44.19, -1.0, -22.89669999999998
27200, 1359950, -12.695, -0.93, -9.931300000000004, -18.49, -0.97, -12.665200000000006, -18.18, -0.87, -12.262300000000003, -34.21, -0.985, -18.829600000000006
27400, 1369950, -16.375, -0.895, -11.237299999999994, -14.555, -0.92, -10.83330000000001, -20.95, -0.9, -13.343900000000005, -32.695, -1.0, -18.614100000000004
27600, 1379950, -12.82, -0.82, -9.4135, -17.525, -0.965, -11.971099999999995, -19.81, -0.925, -13.109100000000003, -36.26, -1.0, -20.043899999999987
27800, 1389950, -11.245, -0.865, -8.725000000000003, -24.91, -0.96, -14.978900000000008, -21.265, -0.92, -13.28950000000001, -30.92, -1.0, -17.93000000000001
28000, 1399950, -12.94, -0.82, -9.281100000000002, -15.515, -0.975, -11.599200000000003, -17.59, -0.95, -12.411200000000006, -34.37, -0.93, -18.942399999999996
28200, 1409950, -15.29, -0.905, -11.2292, -16.935, -0.97, -12.143900000000007, -20.81, -0.985, -13.811000000000003, -35.635, -0.895, -19.247399999999992
28400, 1419950, -11.91, -0.81, -9.067199999999998, -16.095, -0.95, -12.085600000000007, -18.07, -0.9, -11.880200000000002, -37.54, -1.0, -20.661799999999992
28600, 1429950, -11.74, -0.835, -9.1363, -16.845, -0.995, -12.538000000000006, -16.14, -0.875, -11.148999999999996, -38.245, -1.0, -20.632499999999997
28800, 1439950, -13.38, -0.845, -9.832400000000005, -15.015, -0.95, -11.210100000000006, -16.195, -0.88, -10.862300000000007, -36.85, -1.0, -20.256799999999995
29000, 1449950, -12.35, -0.855, -9.331500000000004, -13.89, -0.965, -10.761500000000005, -20.35, -0.945, -12.892199999999995, -35.545, -1.0, -19.61100000000001
29200, 1459950, -12.98, -0.87, -9.7202, -15.12, -0.98, -11.519100000000003, -22.195, -0.975, -13.959099999999994, -32.96, -0.845, -17.777299999999993
29400, 1469950, -13.98, -0.85, -10.31499999999999, -15.32, -0.98, -11.213700000000003, -20.165, -0.94, -12.68080000000001, -36.275, -0.825, -19.3374
29600, 1479950, -15.16, -0.885, -10.878499999999997, -15.28, -0.985, -11.558600000000002, -24.255, -0.935, -15.037899999999993, -35.11, -1.0, -19.754799999999992
29800, 1489950, -13.24, -0.815, -9.283600000000007, -15.91, -0.96, -11.822899999999995, -21.68, -0.91, -13.805300000000003, -36.205, -0.995, -20.022800000000004
30000, 1499950, -12.25, -0.74, -8.802900000000003, -16.23, -0.97, -11.856600000000006, -19.495, -0.96, -12.967200000000002, -33.7, -1.0, -19.303299999999997
30200, 1509950, -11.64, -0.83, -8.9231, -18.29, -0.995, -12.8252, -17.37, -0.85, -11.071, -32.155, -1.0, -18.475099999999976
30400, 1519950, -13.765, -0.87, -9.879900000000005, -17.305, -0.995, -12.571399999999993, -18.795, -1.0, -13.330899999999996, -33.845, -1.0, -19.4312
30600, 1529950, -12.61, -0.855, -9.274799999999997, -14.935, -0.965, -10.9682, -18.71, -0.985, -12.952100000000003, -32.345, -0.995, -18.645000000000003
30800, 1539950, -14.615, -0.825, -10.026199999999998, -17.3, -0.97, -12.319099999999997, -24.35, -0.97, -15.418000000000006, -31.98, -1.0, -18.321899999999996
31000, 1549950, -13.46, -0.83, -9.720499999999998, -16.115, -0.97, -11.6149, -23.415, -1.0, -15.070299999999989, -39.345, -1.0, -21.2436
31200, 1559950, -15.25, -0.815, -10.7196, -18.28, -0.98, -12.585700000000006, -18.865, -0.99, -12.910899999999994, -35.96, -1.0, -20.077000000000005
31400, 1569950, -12.2, -0.77, -9.082100000000004, -17.09, -0.98, -12.091299999999999, -17.21, -0.94, -11.770199999999999, -29.28, -1.0, -17.3645
31600, 1579950, -13.16, -0.805, -9.681500000000003, -16.35, -0.975, -11.696600000000007, -19.6, -0.955, -12.949499999999999, -38.08, -1.0, -20.81199999999999
31800, 1589950, -13.335, -0.77, -9.570299999999992, -14.0, -0.945, -10.656800000000006, -18.63, -0.99, -13.064600000000002, -38.165, -1.0, -20.844500000000004
32000, 1599950, -15.965, -0.81, -11.0577, -14.4, -0.96, -10.8532, -20.035, -0.98, -13.101299999999998, -36.35, -1.0, -20.319600000000005
32200, 1609950, -13.64, -0.775, -9.470799999999997, -15.57, -0.965, -11.4263, -17.845, -0.98, -12.603799999999996, -37.16, -1.0, -20.4471
32400, 1619950, -15.59, -0.825, -10.8847, -17.485, -0.96, -12.431000000000001, -15.575, -0.97, -11.364699999999996, -41.345, -1.0, -21.854300000000002
32600, 1629950, -15.545, -0.84, -10.850199999999997, -20.285, -0.98, -13.292400000000002, -16.875, -0.985, -12.140200000000007, -30.28, -1.0, -17.397500000000004
32800, 1639950, -15.91, -0.805, -10.600800000000003, -19.495, -0.995, -13.046100000000003, -16.015, -0.965, -11.52999999999999, -33.695, -1.0, -19.223000000000003
33000, 1649950, -15.12, -0.825, -10.721899999999998, -14.285, -0.945, -10.382800000000001, -15.11, -0.965, -11.024600000000003, -30.6, -0.995, -17.36050000000001
33200, 1659950, -17.095, -0.89, -11.5456, -16.51, -0.98, -11.920499999999997, -18.665, -0.995, -12.549899999999996, -24.41, -0.99, -14.8638
33400, 1669950, -17.6, -0.89, -12.0336, -18.435, -0.97, -12.739799999999997, -14.86, -0.955, -10.877199999999998, -27.83, -0.985, -16.707300000000007
33600, 1679950, -15.74, -0.905, -10.923800000000004, -15.025, -0.965, -11.137500000000003, -16.63, -0.94, -11.2348, -30.585, -0.95, -17.868399999999998
33800, 1689950, -18.855, -0.905, -12.079400000000003, -15.12, -0.96, -11.480000000000008, -15.555, -0.97, -11.3408, -23.83, -0.8, -13.926699999999993
