a0_to_a1,a0_to_a2,a0_to_a3,a1_to_a0,a1_to_a2,a1_to_a3,a2_to_a0,a2_to_a1,a2_to_a3,a3_to_a0,a3_to_a1,a3_to_a2,episode,step
A,A,A,B,B,B,B,B,B,A,A,A,1,48
_,_,_,_,_,_,_,_,_,_,_,_,2,0
A,A,A,B,B,B,B,B,B,A,A,A,2,1
A,A,A,B,B,B,B,B,B,A,A,A,2,2
B,B,B,B,B,B,B,B,B,A,A,A,2,3
A,A,A,B,B,B,B,B,B,B,B,B,2,4
B,B,B,B,B,B,B,B,B,A,A,A,2,5
A,A,A,B,B,B,B,B,B,B,B,B,2,6
A,A,A,B,B,B,B,B,B,B,B,B,2,7
A,A,A,B,B,B,B,B,B,B,B,B,2,8
B,B,B,B,B,B,B,B,B,A,A,A,2,9
A,A,A,B,B,B,B,B,B,B,B,B,2,10
A,A,A,B,B,B,B,B,B,A,A,A,2,11
A,A,A,B,B,B,B,B,B,A,A,A,2,12
A,A,A,B,B,B,B,B,B,A,A,A,2,13
A,A,A,B,B,B,B,B,B,A,A,A,2,14
A,A,A,B,B,B,B,B,B,A,A,A,2,15
B,B,B,A,A,A,B,B,B,B,B,B,2,16
A,A,A,A,A,A,B,B,B,B,B,B,2,17
B,B,B,A,A,A,B,B,B,B,B,B,2,18
B,B,B,A,A,A,B,B,B,A,A,A,2,19
B,B,B,A,A,A,B,B,B,A,A,A,2,20
B,B,B,A,A,A,B,B,B,A,A,A,2,21
B,B,B,A,A,A,B,B,B,A,A,A,2,22
A,A,A,B,B,B,B,B,B,A,A,A,2,23
A,A,A,A,A,A,B,B,B,A,A,A,2,24
A,A,A,A,A,A,B,B,B,A,A,A,2,25
A,A,A,A,A,A,B,B,B,B,B,B,2,26
A,A,A,A,A,A,B,B,B,A,A,A,2,27
B,B,B,B,B,B,B,B,B,A,A,A,2,28
A,A,A,A,A,A,B,B,B,A,A,A,2,29
A,A,A,A,A,A,B,B,B,A,A,A,2,30
A,A,A,A,A,A,B,B,B,A,A,A,2,31
A,A,A,A,A,A,B,B,B,A,A,A,2,32
A,A,A,A,A,A,B,B,B,A,A,A,2,33
A,A,A,A,A,A,B,B,B,A,A,A,2,34
A,A,A,A,A,A,B,B,B,A,A,A,2,35
A,A,A,A,A,A,B,B,B,A,A,A,2,36
B,B,B,B,B,B,B,B,B,A,A,A,2,37
B,B,B,B,B,B,B,B,B,A,A,A,2,38
A,A,A,A,A,A,B,B,B,A,A,A,2,39
A,A,A,A,A,A,B,B,B,A,A,A,2,40
A,A,A,B,B,B,B,B,B,A,A,A,2,41
A,A,A,A,A,A,B,B,B,A,A,A,2,42
A,A,A,B,B,B,B,B,B,A,A,A,2,43
A,A,A,B,B,B,B,B,B,A,A,A,2,44
B,B,B,B,B,B,B,B,B,A,A,A,2,45
A,A,A,A,A,A,B,B,B,A,A,A,2,46
A,A,A,B,B,B,B,B,B,A,A,A,2,47
A,A,A,B,B,B,B,B,B,A,A,A,2,48
B,B,B,B,B,B,B,B,B,A,A,A,2,49
_,_,_,_,_,_,_,_,_,_,_,_,3,0
B,B,B,A,A,A,B,B,B,A,A,A,3,1
B,B,B,A,A,A,B,B,B,A,A,A,3,2
B,B,B,A,A,A,B,B,B,A,A,A,3,3
A,A,A,A,A,A,B,B,B,A,A,A,3,4
A,A,A,A,A,A,B,B,B,A,A,A,3,5
A,A,A,A,A,A,B,B,B,A,A,A,3,6
A,A,A,A,A,A,B,B,B,A,A,A,3,7
A,A,A,B,B,B,B,B,B,B,B,B,3,8
A,A,A,A,A,A,B,B,B,B,B,B,3,9
A,A,A,A,A,A,B,B,B,B,B,B,3,10
B,B,B,A,A,A,B,B,B,A,A,A,3,11
A,A,A,B,B,B,B,B,B,A,A,A,3,12
A,A,A,A,A,A,B,B,B,A,A,A,3,13
B,B,B,A,A,A,B,B,B,A,A,A,3,14
B,B,B,B,B,B,B,B,B,A,A,A,3,15
A,A,A,A,A,A,B,B,B,A,A,A,3,16
A,A,A,B,B,B,B,B,B,A,A,A,3,17
B,B,B,A,A,A,B,B,B,A,A,A,3,18
A,A,A,B,B,B,B,B,B,A,A,A,3,19
B,B,B,A,A,A,B,B,B,A,A,A,3,20
B,B,B,A,A,A,B,B,B,A,A,A,3,21
B,B,B,A,A,A,B,B,B,A,A,A,3,22
B,B,B,B,B,B,B,B,B,A,A,A,3,23
B,B,B,B,B,B,B,B,B,A,A,A,3,24
B,B,B,A,A,A,B,B,B,A,A,A,3,25
B,B,B,A,A,A,B,B,B,A,A,A,3,26
B,B,B,A,A,A,B,B,B,A,A,A,3,27
B,B,B,A,A,A,B,B,B,A,A,A,3,28
B,B,B,A,A,A,B,B,B,A,A,A,3,29
A,A,A,A,A,A,B,B,B,A,A,A,3,30
A,A,A,A,A,A,B,B,B,A,A,A,3,31
B,B,B,A,A,A,B,B,B,A,A,A,3,32
B,B,B,A,A,A,B,B,B,A,A,A,3,33
B,B,B,A,A,A,B,B,B,A,A,A,3,34
B,B,B,A,A,A,B,B,B,A,A,A,3,35
A,A,A,A,A,A,B,B,B,A,A,A,3,36
B,B,B,B,B,B,B,B,B,A,A,A,3,37
B,B,B,B,B,B,B,B,B,A,A,A,3,38
B,B,B,B,B,B,B,B,B,A,A,A,3,39
B,B,B,B,B,B,B,B,B,A,A,A,3,40
A,A,A,B,B,B,B,B,B,A,A,A,3,41
B,B,B,B,B,B,B,B,B,A,A,A,3,42
B,B,B,A,A,A,B,B,B,A,A,A,3,43
B,B,B,A,A,A,B,B,B,A,A,A,3,44
B,B,B,A,A,A,B,B,B,A,A,A,3,45
B,B,B,A,A,A,B,B,B,A,A,A,3,46
B,B,B,B,B,B,B,B,B,A,A,A,3,47
B,B,B,A,A,A,B,B,B,A,A,A,3,48
B,B,B,A,A,A,B,B,B,A,A,A,3,49
_,_,_,_,_,_,_,_,_,_,_,_,4,0
A,A,A,B,B,B,A,A,A,A,A,A,4,1
A,A,A,B,B,B,A,A,A,A,A,A,4,2
A,A,A,B,B,B,A,A,A,A,A,A,4,3
A,A,A,B,B,B,A,A,A,A,A,A,4,4
A,A,A,A,A,A,A,A,A,A,A,A,4,5
A,A,A,A,A,A,B,B,B,A,A,A,4,6
A,A,A,A,A,A,A,A,A,A,A,A,4,7
A,A,A,A,A,A,B,B,B,A,A,A,4,8
A,A,A,B,B,B,B,B,B,A,A,A,4,9
A,A,A,A,A,A,A,A,A,A,A,A,4,10
A,A,A,A,A,A,B,B,B,A,A,A,4,11
A,A,A,B,B,B,B,B,B,A,A,A,4,12
A,A,A,B,B,B,B,B,B,A,A,A,4,13
A,A,A,A,A,A,B,B,B,A,A,A,4,14
A,A,A,B,B,B,B,B,B,A,A,A,4,15
A,A,A,B,B,B,B,B,B,B,B,B,4,16
A,A,A,B,B,B,B,B,B,A,A,A,4,17
A,A,A,B,B,B,B,B,B,A,A,A,4,18
A,A,A,B,B,B,B,B,B,A,A,A,4,19
A,A,A,B,B,B,B,B,B,A,A,A,4,20
A,A,A,B,B,B,B,B,B,A,A,A,4,21
A,A,A,B,B,B,B,B,B,A,A,A,4,22
A,A,A,B,B,B,B,B,B,A,A,A,4,23
A,A,A,B,B,B,B,B,B,A,A,A,4,24
A,A,A,B,B,B,B,B,B,A,A,A,4,25
A,A,A,B,B,B,B,B,B,A,A,A,4,26
A,A,A,B,B,B,B,B,B,A,A,A,4,27
A,A,A,B,B,B,B,B,B,A,A,A,4,28
A,A,A,B,B,B,B,B,B,A,A,A,4,29
A,A,A,B,B,B,B,B,B,A,A,A,4,30
A,A,A,B,B,B,B,B,B,A,A,A,4,31
A,A,A,B,B,B,B,B,B,A,A,A,4,32
A,A,A,B,B,B,B,B,B,A,A,A,4,33
A,A,A,B,B,B,B,B,B,A,A,A,4,34
A,A,A,B,B,B,B,B,B,A,A,A,4,35
A,A,A,B,B,B,B,B,B,A,A,A,4,36
A,A,A,B,B,B,B,B,B,A,A,A,4,37
A,A,A,B,B,B,B,B,B,A,A,A,4,38
A,A,A,B,B,B,B,B,B,A,A,A,4,39
A,A,A,B,B,B,B,B,B,A,A,A,4,40
A,A,A,B,B,B,B,B,B,A,A,A,4,41
A,A,A,B,B,B,B,B,B,A,A,A,4,42
A,A,A,B,B,B,B,B,B,A,A,A,4,43
A,A,A,B,B,B,B,B,B,A,A,A,4,44
A,A,A,B,B,B,B,B,B,A,A,A,4,45
A,A,A,B,B,B,B,B,B,A,A,A,4,46
A,A,A,B,B,B,B,B,B,A,A,A,4,47
A,A,A,B,B,B,B,B,B,A,A,A,4,48
A,A,A,B,B,B,B,B,B,A,A,A,4,49
_,_,_,_,_,_,_,_,_,_,_,_,5,0
B,B,B,B,B,B,B,B,B,A,A,A,5,1
A,A,A,A,A,A,B,B,B,A,A,A,5,2
B,B,B,A,A,A,B,B,B,A,A,A,5,3
B,B,B,A,A,A,B,B,B,A,A,A,5,4
B,B,B,A,A,A,B,B,B,A,A,A,5,5
B,B,B,A,A,A,B,B,B,A,A,A,5,6
B,B,B,A,A,A,B,B,B,A,A,A,5,7
B,B,B,A,A,A,B,B,B,A,A,A,5,8
B,B,B,A,A,A,B,B,B,A,A,A,5,9
B,B,B,A,A,A,A,A,A,A,A,A,5,10
B,B,B,B,B,B,A,A,A,A,A,A,5,11
B,B,B,B,B,B,B,B,B,A,A,A,5,12
B,B,B,A,A,A,A,A,A,A,A,A,5,13
B,B,B,B,B,B,B,B,B,A,A,A,5,14
A,A,A,B,B,B,A,A,A,A,A,A,5,15
A,A,A,A,A,A,B,B,B,A,A,A,5,16
A,A,A,A,A,A,B,B,B,A,A,A,5,17
B,B,B,B,B,B,B,B,B,A,A,A,5,18
B,B,B,A,A,A,B,B,B,A,A,A,5,19
A,A,A,B,B,B,B,B,B,A,A,A,5,20
B,B,B,B,B,B,B,B,B,A,A,A,5,21
B,B,B,A,A,A,B,B,B,A,A,A,5,22
B,B,B,B,B,B,B,B,B,A,A,A,5,23
B,B,B,B,B,B,B,B,B,A,A,A,5,24
B,B,B,A,A,A,B,B,B,A,A,A,5,25
B,B,B,B,B,B,B,B,B,A,A,A,5,26
B,B,B,A,A,A,B,B,B,A,A,A,5,27
B,B,B,A,A,A,B,B,B,A,A,A,5,28
B,B,B,B,B,B,B,B,B,A,A,A,5,29
B,B,B,B,B,B,B,B,B,A,A,A,5,30
B,B,B,A,A,A,B,B,B,A,A,A,5,31
B,B,B,B,B,B,B,B,B,A,A,A,5,32
B,B,B,B,B,B,B,B,B,A,A,A,5,33
B,B,B,A,A,A,B,B,B,A,A,A,5,34
B,B,B,A,A,A,B,B,B,A,A,A,5,35
B,B,B,A,A,A,B,B,B,A,A,A,5,36
B,B,B,A,A,A,B,B,B,A,A,A,5,37
B,B,B,A,A,A,B,B,B,A,A,A,5,38
B,B,B,A,A,A,B,B,B,A,A,A,5,39
B,B,B,A,A,A,B,B,B,A,A,A,5,40
A,A,A,A,A,A,B,B,B,A,A,A,5,41
A,A,A,A,A,A,B,B,B,A,A,A,5,42
A,A,A,A,A,A,B,B,B,A,A,A,5,43
A,A,A,A,A,A,B,B,B,A,A,A,5,44
A,A,A,A,A,A,B,B,B,A,A,A,5,45
A,A,A,A,A,A,B,B,B,A,A,A,5,46
A,A,A,A,A,A,B,B,B,A,A,A,5,47
A,A,A,A,A,A,B,B,B,A,A,A,5,48
B,B,B,A,A,A,B,B,B,A,A,A,5,49
