act0,act1,episode,step
0.23058415949344635,0.7694158554077148,2,40
0.785033106803894,0.21496687829494476,2,41
0.9994266033172607,0.0005734805017709732,2,42
0.9954686164855957,0.004531418904662132,2,43
0.6790156364440918,0.3209843635559082,2,44
0.0906888097524643,0.9093112349510193,2,45
0.00994429737329483,0.9900556802749634,2,46
0.46781566739082336,0.532184362411499,2,47
0.9701926708221436,0.02980736270546913,2,48
0.9938302636146545,0.006169790402054787,2,49
0.00020149578631389886,0.9997984766960144,3,0
0.0004266558098606765,0.999573290348053,3,1
0.9966716766357422,0.003328329185023904,3,2
0.02074860967695713,0.9792513847351074,3,3
9.500908163317945e-06,0.9999904632568359,3,4
0.28225332498550415,0.7177466750144958,3,5
0.9999690055847168,3.096964428550564e-05,3,6
0.0011400535004213452,0.9988600015640259,3,7
0.01239144429564476,0.9876085519790649,3,8
0.9955328702926636,0.004467069171369076,3,9
0.0038534137420356274,0.996146559715271,3,10
0.00724119832739234,0.9927587509155273,3,11
0.9993448853492737,0.0006550991674885154,3,12
0.15505409240722656,0.8449459075927734,3,13
0.006068754941225052,0.9939312934875488,3,14
0.18772844970226288,0.8122715950012207,3,15
0.9518786668777466,0.04812125489115715,3,16
0.9967007040977478,0.00329924700781703,3,17
0.5586082339286804,0.4413917064666748,3,18
0.24611589312553406,0.7538841366767883,3,19
0.00011792257282650098,0.9998821020126343,3,20
0.004351943731307983,0.9956480860710144,3,21
0.36247849464416504,0.637521505355835,3,22
0.99986732006073,0.00013265732559375465,3,23
0.322282075881958,0.677717924118042,3,24
0.9999983310699463,1.689364012236183e-06,3,25
0.9841273427009583,0.015872681513428688,3,26
0.9880689978599548,0.011931020766496658,3,27
0.9986428618431091,0.0013570975279435515,3,28
0.5392623543739319,0.4607376158237457,3,29
0.00723185995593667,0.9927681684494019,3,30
0.9934537410736084,0.006546225864440203,3,31
0.9957200884819031,0.004279909189790487,3,32
0.002163094701245427,0.9978368878364563,3,33
0.26347166299819946,0.7365282773971558,3,34
0.9928106665611267,0.007189352065324783,3,35
0.999340832233429,0.0006591681158170104,3,36
0.968087375164032,0.03191263973712921,3,37
0.12428352981805801,0.8757164478302002,3,38
0.964504599571228,0.035495415329933167,3,39
0.9944605827331543,0.005539468489587307,3,40
0.3705999553203583,0.6294000744819641,3,41
0.3856545388698578,0.6143455505371094,3,42
0.9976044297218323,0.0023956287186592817,3,43
0.9975125789642334,0.00248744641430676,3,44
0.7514629364013672,0.248537078499794,3,45
0.29007959365844727,0.709920346736908,3,46
0.01350498292595148,0.9864950180053711,3,47
0.10744863003492355,0.8925513625144958,3,48
0.7935157418251038,0.20648428797721863,3,49
0.9999560117721558,4.400181569508277e-05,4,0
0.9999288320541382,7.110911974450573e-05,4,1
0.9942164421081543,0.0057834722101688385,4,2
0.9721009135246277,0.02789909951388836,4,3
0.9814929366111755,0.01850711554288864,4,4
0.8924737572669983,0.1075262650847435,4,5
0.7950896620750427,0.2049102634191513,4,6
0.505071222782135,0.494928777217865,4,7
0.11114949733018875,0.8888504505157471,4,8
0.0008267813827842474,0.9991732239723206,4,9
0.6577152609825134,0.3422847092151642,4,10
0.28572216629981995,0.7142778038978577,4,11
0.050708871334791183,0.9492910504341125,4,12
0.9606572389602661,0.039342764765024185,4,13
0.9995368719100952,0.00046315003419294953,4,14
0.9294958710670471,0.07050417363643646,4,15
0.05955348163843155,0.9404464960098267,4,16
0.021965160965919495,0.9780348539352417,4,17
0.9827548861503601,0.017245087772607803,4,18
0.993003785610199,0.006996228359639645,4,19
0.9967087507247925,0.0032912741880863905,4,20
0.7707744836807251,0.22922545671463013,4,21
0.005272678565233946,0.9947273135185242,4,22
0.21978510916233063,0.7802148461341858,4,23
0.9972242116928101,0.0027757922653108835,4,24
0.9972730278968811,0.0027269856072962284,4,25
0.863444447517395,0.13655559718608856,4,26
0.6908178925514221,0.3091821074485779,4,27
0.015999699011445045,0.9840002655982971,4,28
0.0015019186539575458,0.9984980821609497,4,29
0.9893976449966431,0.01060231402516365,4,30
0.8234692811965942,0.17653076350688934,4,31
0.9103255271911621,0.0896744430065155,4,32
0.017909476533532143,0.9820905327796936,4,33
0.012714313343167305,0.9872856736183167,4,34
0.9965026378631592,0.0034974226728081703,4,35
0.9613500833511353,0.03864990174770355,4,36
0.836721658706665,0.16327834129333496,4,37
0.022084631025791168,0.9779154062271118,4,38
0.9351986050605774,0.06480137258768082,4,39
0.9994514584541321,0.000548585900105536,4,40
0.8261753916740417,0.17382466793060303,4,41
0.23277956247329712,0.7672204375267029,4,42
0.14000047743320465,0.8599994778633118,4,43
0.0169590562582016,0.983040988445282,4,44
0.9964087605476379,0.0035912625025957823,4,45
0.9555103778839111,0.04448964074254036,4,46
0.436754047870636,0.563245952129364,4,47
0.9999690055847168,3.1002149626147e-05,4,48
0.943618893623352,0.056381091475486755,4,49
0.0024541134480386972,0.9975458979606628,5,0
0.9999262094497681,7.379788439720869e-05,5,1
0.00021164426289033145,0.9997883439064026,5,2
0.9996808767318726,0.0003191251016687602,5,3
0.0007932618609629571,0.9992067217826843,5,4
0.031429629772901535,0.9685704112052917,5,5
0.999907374382019,9.262229286832735e-05,5,6
0.00586361438035965,0.9941363334655762,5,7
0.6970428228378296,0.302957147359848,5,8
0.7562731504440308,0.24372686445713043,5,9
0.0004700571589637548,0.9995299577713013,5,10
0.00039277688483707607,0.999607264995575,5,11
0.01017579436302185,0.9898242354393005,5,12
0.018485229462385178,0.9815147519111633,5,13
0.9909095168113708,0.009090534411370754,5,14
0.003499387064948678,0.9965006113052368,5,15
0.8429003357887268,0.15709969401359558,5,16
0.9871041178703308,0.01289596501737833,5,17
0.011022320948541164,0.9889777302742004,5,18
0.11618457734584808,0.8838154673576355,5,19
0.9992965459823608,0.0007033789297565818,5,20
0.9123324751853943,0.08766751736402512,5,21
0.011822804808616638,0.9881772398948669,5,22
0.03527948632836342,0.9647205471992493,5,23
0.9992208480834961,0.0007790931267663836,5,24
0.7366311550140381,0.2633688747882843,5,25
0.1309731900691986,0.869026780128479,5,26
0.27976471185684204,0.720235288143158,5,27
0.9976567029953003,0.0023432704620063305,5,28
0.9862388968467712,0.013761061243712902,5,29
0.7645570039749146,0.23544295132160187,5,30
0.01645715720951557,0.983542799949646,5,31
0.8263505101203918,0.17364953458309174,5,32
0.9972569346427917,0.002743089571595192,5,33
0.4165767729282379,0.5834232568740845,5,34
0.02444574423134327,0.9755542874336243,5,35
0.9958574175834656,0.004142602905631065,5,36
0.998132050037384,0.0018679420463740826,5,37
0.919359028339386,0.08064089715480804,5,38
0.7522635459899902,0.24773646891117096,5,39
0.04239168018102646,0.9576083421707153,5,40
0.03089866042137146,0.9691013097763062,5,41
0.13431595265865326,0.8656840324401855,5,42
0.9969807267189026,0.0030192825943231583,5,43
0.999264657497406,0.0007353264954872429,5,44
0.9931933283805847,0.006806700024753809,5,45
0.9976738095283508,0.002326188376173377,5,46
1.5686136976000853e-05,0.9999842643737793,5,47
0.9902509450912476,0.009749050252139568,5,48
0.9896316528320312,0.01036833319813013,5,49
