act0,act1,episode,step
0.6476830840110779,0.3523169159889221,2,33
0.47201505303382874,0.5279848575592041,2,34
0.08277162909507751,0.9172283411026001,2,35
0.9983177185058594,0.0016823234036564827,2,36
0.15061073005199432,0.8493893146514893,2,37
0.13713926076889038,0.8628607392311096,2,38
0.9850797057151794,0.014920318499207497,2,39
0.9953776597976685,0.004622314125299454,2,40
0.9072160720825195,0.09278395026922226,2,41
0.764981746673584,0.23501822352409363,2,42
0.17023678123950958,0.8297631740570068,2,43
0.2717686593532562,0.7282313108444214,2,44
0.9345263838768005,0.06547354906797409,2,45
0.9974109530448914,0.002589045325294137,2,46
0.26362329721450806,0.7363767027854919,2,47
0.14693082869052887,0.8530691862106323,2,48
0.9998812675476074,0.00011876940698130056,2,49
0.995516836643219,0.004483167547732592,3,0
0.9990441203117371,0.0009558069868944585,3,1
0.9744855165481567,0.025514505803585052,3,2
0.9997925162315369,0.00020746923109982163,3,3
0.9967005848884583,0.003299384843558073,3,4
0.9795159697532654,0.020483985543251038,3,5
0.31822019815444946,0.6817798018455505,3,6
0.7628931403160095,0.23710690438747406,3,7
0.2426183670759201,0.7573816180229187,3,8
0.14966163039207458,0.850338339805603,3,9
0.9421117305755615,0.05788830667734146,3,10
0.9998168349266052,0.0001831972476793453,3,11
0.9302640557289124,0.06973589211702347,3,12
0.008407148532569408,0.9915928840637207,3,13
0.6338209509849548,0.366178959608078,3,14
0.9767783880233765,0.023221608251333237,3,15
0.013391828164458275,0.9866081476211548,3,16
0.0024549842346459627,0.9975449442863464,3,17
0.9858895540237427,0.014110388234257698,3,18
0.9672747254371643,0.032725267112255096,3,19
0.006154073867946863,0.9938458800315857,3,20
0.008868726901710033,0.9911312460899353,3,21
0.9346598982810974,0.0653400644659996,3,22
0.9984607696533203,0.001539280405268073,3,23
0.038860272616147995,0.9611396789550781,3,24
0.34499096870422363,0.6550090312957764,3,25
0.9737766981124878,0.02622337080538273,3,26
0.9939697980880737,0.006030272226780653,3,27
0.6329678893089294,0.36703214049339294,3,28
0.008074872195720673,0.9919251799583435,3,29
0.07650554180145264,0.9234944581985474,3,30
0.9967569708824158,0.0032429718412458897,3,31
0.5488037467002869,0.45119622349739075,3,32
0.19374406337738037,0.8062559962272644,3,33
0.29281970858573914,0.7071803212165833,3,34
0.8664749264717102,0.13352511823177338,3,35
0.9567268490791321,0.04327315464615822,3,36
0.2742169201374054,0.7257830500602722,3,37
0.7710342407226562,0.22896577417850494,3,38
0.9997531771659851,0.000246835988946259,3,39
0.2513178884983063,0.7486820220947266,3,40
0.0037024389021098614,0.9962975382804871,3,41
0.9940841794013977,0.005915856920182705,3,42
0.9972068667411804,0.0027931570075452328,3,43
0.020450377836823463,0.9795495867729187,3,44
0.023459957912564278,0.9765400290489197,3,45
0.8860628008842468,0.11393720656633377,3,46
0.9996209144592285,0.00037901889299973845,3,47
0.10101398080587387,0.8989859819412231,3,48
0.26665472984313965,0.7333453297615051,3,49
0.9999982118606567,1.7396653220203007e-06,4,0
0.9940401315689087,0.005959899164736271,4,1
0.9999949932098389,4.9925552048080135e-06,4,2
0.9996899366378784,0.00031013708212412894,4,3
0.9999408721923828,5.915137808187865e-05,4,4
0.9999229907989502,7.699323759879917e-05,4,5
0.9999444484710693,5.558372868108563e-05,4,6
0.999880313873291,0.00011969578918069601,4,7
0.9995852112770081,0.00041480021900497377,4,8
0.9995513558387756,0.0004486604011617601,4,9
0.9909385442733765,0.009061436168849468,4,10
0.9948898553848267,0.00511014461517334,4,11
0.7213075160980225,0.2786925137042999,4,12
0.008463230915367603,0.9915367364883423,4,13
0.8879894614219666,0.11201056838035583,4,14
0.0025424070190638304,0.9974575638771057,4,15
0.893021285533905,0.10697869956493378,4,16
0.010357389226555824,0.9896426796913147,4,17
0.8099521398544312,0.19004780054092407,4,18
0.6030015349388123,0.39699846506118774,4,19
0.24336886405944824,0.7566311359405518,4,20
0.5622730851173401,0.4377268850803375,4,21
0.004143895115703344,0.9958561062812805,4,22
0.19624640047550201,0.8037535548210144,4,23
0.9524101614952087,0.04758986085653305,4,24
0.8972229957580566,0.10277700424194336,4,25
0.9295843243598938,0.07041563093662262,4,26
0.6146523356437683,0.3853476643562317,4,27
0.02621079795062542,0.9737892150878906,4,28
0.9128543138504028,0.08714567124843597,4,29
0.03855942189693451,0.9614406228065491,4,30
0.0612875260412693,0.938712477684021,4,31
0.9969832301139832,0.0030167042277753353,4,32
0.920966625213623,0.07903339713811874,4,33
0.030947742983698845,0.9690523147583008,4,34
0.6612811088562012,0.33871889114379883,4,35
0.9521914720535278,0.04780849441885948,4,36
0.04586564749479294,0.9541343450546265,4,37
0.09429436922073364,0.9057055711746216,4,38
0.9421055912971497,0.057894472032785416,4,39
0.8021992444992065,0.19780078530311584,4,40
0.004727480933070183,0.9952725768089294,4,41
0.03225470706820488,0.967745304107666,4,42
0.980868399143219,0.019131619483232498,4,43
0.01086821686476469,0.9891317486763,4,44
0.004902605898678303,0.9950973391532898,4,45
0.9938104748725891,0.006189551670104265,4,46
0.9807873964309692,0.01921261101961136,4,47
0.18504077196121216,0.8149591684341431,4,48
0.6783714890480042,0.32162851095199585,4,49
0.001034713233821094,0.9989652633666992,5,0
0.018422696739435196,0.9815773367881775,5,1
0.8168492317199707,0.1831507831811905,5,2
0.787458062171936,0.21254193782806396,5,3
0.014420128427445889,0.9855798482894897,5,4
0.017564265057444572,0.9824357032775879,5,5
0.9992362260818481,0.0007637827075086534,5,6
0.09930770844221115,0.900692343711853,5,7
0.05051812902092934,0.9494819045066833,5,8
0.9987146854400635,0.0012853802181780338,5,9
0.9904870390892029,0.009512992575764656,5,10
0.1920737624168396,0.8079262971878052,5,11
0.21770504117012024,0.7822949290275574,5,12
0.9976246953010559,0.002375292591750622,5,13
0.3465731739997864,0.6534268260002136,5,14
0.007171331904828548,0.9928286671638489,5,15
0.9979763627052307,0.0020236745476722717,5,16
0.9970095157623291,0.0029904863331466913,5,17
0.40595707297325134,0.5940428972244263,5,18
0.8542971611022949,0.14570283889770508,5,19
0.9823247194290161,0.017675310373306274,5,20
0.003015626221895218,0.9969844222068787,5,21
0.3357710540294647,0.6642289757728577,5,22
0.9973969459533691,0.0026030614972114563,5,23
0.7855628728866577,0.21443712711334229,5,24
0.2381814420223236,0.761818528175354,5,25
0.24441172182559967,0.7555882930755615,5,26
0.9832825660705566,0.016717450693249702,5,27
0.9794020652770996,0.02059798128902912,5,28
0.23175418376922607,0.7682458162307739,5,29
0.5626261234283447,0.4373738467693329,5,30
0.9724009037017822,0.027599120512604713,5,31
0.14673744142055511,0.8532624840736389,5,32
0.5464990735054016,0.453500896692276,5,33
0.9508034586906433,0.049196500331163406,5,34
0.04460936039686203,0.9553906321525574,5,35
0.3206837475299835,0.6793161630630493,5,36
0.9757845401763916,0.024215415120124817,5,37
0.9974325299263,0.0025675115175545216,5,38
0.2530989944934845,0.7469009757041931,5,39
0.8077720999717712,0.19222792983055115,5,40
0.5399742722511292,0.4600257873535156,5,41
0.0702085793018341,0.9297914505004883,5,42
0.05987243354320526,0.9401276111602783,5,43
0.8806290626525879,0.11937100440263748,5,44
0.928196132183075,0.07180386781692505,5,45
0.004893591161817312,0.9951064586639404,5,46
0.08482734858989716,0.9151726365089417,5,47
0.9972411394119263,0.002758823800832033,5,48
0.9982245564460754,0.0017754023429006338,5,49
