a0_to_a1,a0_to_a2,a0_to_a3,a1_to_a0,a1_to_a2,a1_to_a3,a2_to_a0,a2_to_a1,a2_to_a3,a3_to_a0,a3_to_a1,a3_to_a2,episode,step
A,A,A,B,B,B,C,C,C,A,A,A,1,42
A,A,A,B,B,B,C,C,C,A,A,A,1,43
A,A,A,B,B,B,C,C,C,A,A,A,1,44
A,A,A,B,B,B,C,C,C,A,A,A,1,45
A,A,A,B,B,B,C,C,C,A,A,A,1,46
A,A,A,B,B,B,C,C,C,A,A,A,1,47
A,A,A,B,B,B,C,C,C,A,A,A,1,48
_,_,_,_,_,_,_,_,_,_,_,_,2,0
A,A,A,B,B,B,B,B,B,A,A,A,2,1
A,A,A,B,B,B,B,B,B,A,A,A,2,2
A,A,A,B,B,B,A,A,A,A,A,A,2,3
A,A,A,B,B,B,A,A,A,A,A,A,2,4
A,A,A,B,B,B,A,A,A,A,A,A,2,5
A,A,A,B,B,B,A,A,A,A,A,A,2,6
A,A,A,B,B,B,A,A,A,B,B,B,2,7
A,A,A,B,B,B,A,A,A,A,A,A,2,8
A,A,A,B,B,B,A,A,A,A,A,A,2,9
C,C,C,B,B,B,A,A,A,A,A,A,2,10
C,C,C,B,B,B,A,A,A,A,A,A,2,11
C,C,C,B,B,B,A,A,A,B,B,B,2,12
B,B,B,B,B,B,C,C,C,A,A,A,2,13
C,C,C,B,B,B,C,C,C,A,A,A,2,14
C,C,C,B,B,B,C,C,C,A,A,A,2,15
C,C,C,B,B,B,C,C,C,A,A,A,2,16
C,C,C,B,B,B,C,C,C,A,A,A,2,17
C,C,C,B,B,B,C,C,C,A,A,A,2,18
C,C,C,B,B,B,C,C,C,A,A,A,2,19
C,C,C,B,B,B,C,C,C,B,B,B,2,20
C,C,C,B,B,B,C,C,C,A,A,A,2,21
C,C,C,B,B,B,C,C,C,A,A,A,2,22
C,C,C,B,B,B,C,C,C,B,B,B,2,23
C,C,C,B,B,B,C,C,C,A,A,A,2,24
C,C,C,B,B,B,C,C,C,A,A,A,2,25
C,C,C,B,B,B,C,C,C,A,A,A,2,26
C,C,C,B,B,B,C,C,C,A,A,A,2,27
C,C,C,B,B,B,C,C,C,A,A,A,2,28
C,C,C,B,B,B,C,C,C,A,A,A,2,29
A,A,A,B,B,B,C,C,C,A,A,A,2,30
A,A,A,B,B,B,C,C,C,A,A,A,2,31
A,A,A,B,B,B,C,C,C,C,C,C,2,32
A,A,A,B,B,B,C,C,C,A,A,A,2,33
C,C,C,B,B,B,C,C,C,A,A,A,2,34
C,C,C,B,B,B,A,A,A,C,C,C,2,35
C,C,C,B,B,B,A,A,A,A,A,A,2,36
A,A,A,B,B,B,A,A,A,A,A,A,2,37
A,A,A,B,B,B,B,B,B,A,A,A,2,38
C,C,C,B,B,B,B,B,B,A,A,A,2,39
C,C,C,B,B,B,B,B,B,A,A,A,2,40
C,C,C,B,B,B,A,A,A,C,C,C,2,41
C,C,C,B,B,B,A,A,A,A,A,A,2,42
C,C,C,B,B,B,B,B,B,A,A,A,2,43
C,C,C,B,B,B,B,B,B,A,A,A,2,44
C,C,C,B,B,B,B,B,B,A,A,A,2,45
C,C,C,B,B,B,B,B,B,A,A,A,2,46
C,C,C,B,B,B,B,B,B,C,C,C,2,47
C,C,C,B,B,B,B,B,B,A,A,A,2,48
C,C,C,B,B,B,B,B,B,A,A,A,2,49
_,_,_,_,_,_,_,_,_,_,_,_,3,0
A,A,A,B,B,B,B,B,B,A,A,A,3,1
A,A,A,B,B,B,A,A,A,A,A,A,3,2
A,A,A,B,B,B,B,B,B,A,A,A,3,3
A,A,A,B,B,B,A,A,A,A,A,A,3,4
A,A,A,B,B,B,A,A,A,A,A,A,3,5
C,C,C,B,B,B,A,A,A,A,A,A,3,6
A,A,A,B,B,B,B,B,B,A,A,A,3,7
C,C,C,B,B,B,B,B,B,A,A,A,3,8
B,B,B,B,B,B,B,B,B,A,A,A,3,9
A,A,A,B,B,B,A,A,A,A,A,A,3,10
A,A,A,B,B,B,B,B,B,A,A,A,3,11
A,A,A,B,B,B,A,A,A,A,A,A,3,12
C,C,C,B,B,B,B,B,B,A,A,A,3,13
B,B,B,B,B,B,B,B,B,A,A,A,3,14
A,A,A,B,B,B,B,B,B,A,A,A,3,15
A,A,A,B,B,B,B,B,B,A,A,A,3,16
C,C,C,B,B,B,B,B,B,A,A,A,3,17
C,C,C,B,B,B,B,B,B,A,A,A,3,18
C,C,C,B,B,B,B,B,B,A,A,A,3,19
C,C,C,B,B,B,A,A,A,A,A,A,3,20
C,C,C,B,B,B,B,B,B,A,A,A,3,21
C,C,C,B,B,B,B,B,B,A,A,A,3,22
A,A,A,B,B,B,A,A,A,A,A,A,3,23
C,C,C,B,B,B,B,B,B,A,A,A,3,24
C,C,C,B,B,B,B,B,B,A,A,A,3,25
C,C,C,B,B,B,B,B,B,A,A,A,3,26
C,C,C,B,B,B,B,B,B,A,A,A,3,27
C,C,C,B,B,B,A,A,A,A,A,A,3,28
C,C,C,B,B,B,B,B,B,A,A,A,3,29
C,C,C,B,B,B,B,B,B,A,A,A,3,30
A,A,A,B,B,B,B,B,B,A,A,A,3,31
C,C,C,B,B,B,B,B,B,A,A,A,3,32
C,C,C,B,B,B,B,B,B,A,A,A,3,33
C,C,C,B,B,B,A,A,A,A,A,A,3,34
C,C,C,B,B,B,B,B,B,A,A,A,3,35
C,C,C,B,B,B,B,B,B,A,A,A,3,36
C,C,C,B,B,B,A,A,A,A,A,A,3,37
C,C,C,B,B,B,A,A,A,A,A,A,3,38
C,C,C,B,B,B,B,B,B,A,A,A,3,39
C,C,C,B,B,B,B,B,B,A,A,A,3,40
A,A,A,B,B,B,B,B,B,A,A,A,3,41
C,C,C,B,B,B,A,A,A,A,A,A,3,42
A,A,A,B,B,B,B,B,B,A,A,A,3,43
C,C,C,B,B,B,B,B,B,A,A,A,3,44
C,C,C,B,B,B,B,B,B,A,A,A,3,45
C,C,C,B,B,B,A,A,A,A,A,A,3,46
C,C,C,B,B,B,B,B,B,A,A,A,3,47
C,C,C,B,B,B,A,A,A,A,A,A,3,48
C,C,C,B,B,B,A,A,A,A,A,A,3,49
_,_,_,_,_,_,_,_,_,_,_,_,4,0
A,A,A,B,B,B,B,B,B,A,A,A,4,1
A,A,A,B,B,B,A,A,A,A,A,A,4,2
A,A,A,B,B,B,A,A,A,A,A,A,4,3
A,A,A,B,B,B,B,B,B,A,A,A,4,4
A,A,A,B,B,B,A,A,A,A,A,A,4,5
A,A,A,B,B,B,A,A,A,A,A,A,4,6
A,A,A,B,B,B,A,A,A,A,A,A,4,7
A,A,A,B,B,B,A,A,A,A,A,A,4,8
A,A,A,B,B,B,B,B,B,A,A,A,4,9
A,A,A,B,B,B,A,A,A,A,A,A,4,10
A,A,A,B,B,B,A,A,A,A,A,A,4,11
A,A,A,B,B,B,A,A,A,A,A,A,4,12
C,C,C,B,B,B,A,A,A,A,A,A,4,13
C,C,C,B,B,B,B,B,B,A,A,A,4,14
C,C,C,B,B,B,A,A,A,B,B,B,4,15
A,A,A,B,B,B,B,B,B,A,A,A,4,16
A,A,A,B,B,B,A,A,A,A,A,A,4,17
A,A,A,B,B,B,B,B,B,A,A,A,4,18
C,C,C,B,B,B,A,A,A,A,A,A,4,19
C,C,C,B,B,B,B,B,B,A,A,A,4,20
C,C,C,B,B,B,A,A,A,A,A,A,4,21
C,C,C,B,B,B,B,B,B,A,A,A,4,22
C,C,C,B,B,B,B,B,B,A,A,A,4,23
C,C,C,B,B,B,A,A,A,A,A,A,4,24
C,C,C,B,B,B,A,A,A,A,A,A,4,25
C,C,C,B,B,B,A,A,A,A,A,A,4,26
C,C,C,B,B,B,B,B,B,A,A,A,4,27
C,C,C,B,B,B,B,B,B,A,A,A,4,28
C,C,C,B,B,B,B,B,B,A,A,A,4,29
C,C,C,B,B,B,B,B,B,A,A,A,4,30
C,C,C,B,B,B,B,B,B,A,A,A,4,31
C,C,C,B,B,B,B,B,B,A,A,A,4,32
C,C,C,B,B,B,B,B,B,A,A,A,4,33
C,C,C,B,B,B,B,B,B,A,A,A,4,34
A,A,A,B,B,B,B,B,B,A,A,A,4,35
C,C,C,B,B,B,B,B,B,A,A,A,4,36
A,A,A,B,B,B,B,B,B,A,A,A,4,37
C,C,C,B,B,B,B,B,B,A,A,A,4,38
C,C,C,B,B,B,B,B,B,A,A,A,4,39
C,C,C,B,B,B,B,B,B,A,A,A,4,40
C,C,C,B,B,B,B,B,B,A,A,A,4,41
C,C,C,B,B,B,B,B,B,A,A,A,4,42
C,C,C,B,B,B,B,B,B,A,A,A,4,43
A,A,A,B,B,B,B,B,B,A,A,A,4,44
C,C,C,B,B,B,B,B,B,A,A,A,4,45
A,A,A,B,B,B,B,B,B,A,A,A,4,46
A,A,A,B,B,B,A,A,A,A,A,A,4,47
C,C,C,B,B,B,B,B,B,A,A,A,4,48
C,C,C,B,B,B,B,B,B,A,A,A,4,49
_,_,_,_,_,_,_,_,_,_,_,_,5,0
A,A,A,B,B,B,B,B,B,A,A,A,5,1
A,A,A,C,C,C,B,B,B,A,A,A,5,2
A,A,A,B,B,B,B,B,B,A,A,A,5,3
A,A,A,B,B,B,B,B,B,C,C,C,5,4
A,A,A,B,B,B,B,B,B,B,B,B,5,5
A,A,A,B,B,B,B,B,B,B,B,B,5,6
A,A,A,B,B,B,B,B,B,C,C,C,5,7
A,A,A,B,B,B,B,B,B,C,C,C,5,8
A,A,A,B,B,B,B,B,B,A,A,A,5,9
A,A,A,B,B,B,A,A,A,A,A,A,5,10
A,A,A,B,B,B,A,A,A,B,B,B,5,11
B,B,B,B,B,B,B,B,B,C,C,C,5,12
C,C,C,B,B,B,B,B,B,A,A,A,5,13
A,A,A,B,B,B,B,B,B,A,A,A,5,14
A,A,A,B,B,B,B,B,B,A,A,A,5,15
A,A,A,B,B,B,A,A,A,A,A,A,5,16
B,B,B,B,B,B,A,A,A,A,A,A,5,17
A,A,A,B,B,B,A,A,A,A,A,A,5,18
A,A,A,B,B,B,A,A,A,A,A,A,5,19
B,B,B,B,B,B,A,A,A,A,A,A,5,20
A,A,A,B,B,B,A,A,A,C,C,C,5,21
C,C,C,B,B,B,A,A,A,C,C,C,5,22
A,A,A,B,B,B,A,A,A,A,A,A,5,23
C,C,C,B,B,B,A,A,A,C,C,C,5,24
C,C,C,B,B,B,A,A,A,C,C,C,5,25
C,C,C,B,B,B,A,A,A,C,C,C,5,26
C,C,C,B,B,B,A,A,A,C,C,C,5,27
C,C,C,B,B,B,C,C,C,C,C,C,5,28
C,C,C,B,B,B,C,C,C,C,C,C,5,29
C,C,C,B,B,B,C,C,C,C,C,C,5,30
C,C,C,B,B,B,C,C,C,C,C,C,5,31
C,C,C,B,B,B,C,C,C,C,C,C,5,32
C,C,C,B,B,B,C,C,C,C,C,C,5,33
A,A,A,B,B,B,C,C,C,C,C,C,5,34
A,A,A,B,B,B,C,C,C,C,C,C,5,35
C,C,C,B,B,B,C,C,C,C,C,C,5,36
A,A,A,B,B,B,C,C,C,C,C,C,5,37
A,A,A,B,B,B,C,C,C,C,C,C,5,38
C,C,C,B,B,B,C,C,C,C,C,C,5,39
C,C,C,B,B,B,C,C,C,C,C,C,5,40
C,C,C,B,B,B,C,C,C,C,C,C,5,41
C,C,C,B,B,B,C,C,C,C,C,C,5,42
A,A,A,B,B,B,C,C,C,C,C,C,5,43
C,C,C,B,B,B,C,C,C,C,C,C,5,44
C,C,C,B,B,B,C,C,C,C,C,C,5,45
C,C,C,B,B,B,C,C,C,C,C,C,5,46
C,C,C,B,B,B,C,C,C,C,C,C,5,47
C,C,C,B,B,B,C,C,C,C,C,C,5,48
C,C,C,B,B,B,A,A,A,C,C,C,5,49
