step, agent0_rew, agent1_rew, agent2_rew, agent3_rew, agent4_rew, agent5_rew
29000, 16.92615530051651, 16.328620673062037, 16.806289029368163, 16.984986051171983, -13.56445370616372, -3.597194200489988
30000, 17.95299128377824, 17.176257122937802, 17.799854467348112, 17.927101675126107, -15.193559119261362, -4.59406217348591
31000, 15.662637342752204, 14.707665455248016, 15.541093114433462, 15.71201664299987, -13.716499635030875, -4.161280855547857
32000, 15.156680903126635, 14.594166658155856, 15.081538633776185, 15.089032848081617, -13.47275962209057, -3.0731730193160978
33000, 14.503048154490585, 13.931116746125282, 14.047019089231968, 14.119134201893335, -12.547938134052911, -3.184064363126532
34000, 17.93636324424261, 17.4672124799742, 17.329555601708158, 17.457046045192662, -15.353791633381203, -4.626868234462631
35000, 17.000641179335673, 16.40108030959205, 16.128497573165614, 16.481918425128125, -15.115751878308405, -4.469157820676373
36000, 15.26576242976874, 14.385288432187993, 14.513239402192866, 14.694217216288733, -13.40236095089702, -5.862929002756561
37000, 16.467894384399493, 15.483071895973232, 15.695604592539102, 15.857424361253539, -12.546255833805052, -5.146329372034464
38000, 18.34844646325329, 17.272509317657175, 17.647646812035507, 17.886889702323813, -12.777946400800742, -6.775260790481742
39000, 22.55297339373074, 20.951429606202097, 21.509613379970315, 21.879068445407725, -16.435473547889146, -7.2643972976875375
40000, 26.356927192355382, 24.788063786832122, 25.373944096349934, 25.436620691744015, -18.639630799722006, -8.19242119096761
41000, 29.510525197286224, 28.202103204579668, 28.816471399498468, 28.70351871525374, -20.258432749699285, -10.379107601761417
42000, 35.708009742062295, 34.45215918768004, 34.97953511042891, 34.95303589317821, -23.27525201626458, -14.972315292018697
43000, 32.15368839776094, 30.978203180772397, 31.50772669627177, 31.095764114116776, -26.527280698147415, -11.665290807760368
44000, 30.410079028813083, 29.236519833163566, 29.809543902280268, 29.56346615145646, -25.02786026218562, -13.152087163853599
45000, 32.12775337824764, 31.260851817070712, 31.872653083103913, 31.441722084180828, -27.33879931577456, -12.089616415150687
46000, 28.85848360791617, 28.059485187424574, 28.540031641660875, 28.24994838511442, -25.056840972491223, -11.489434347474928
47000, 27.227685982595897, 26.478902177336597, 26.885855725900733, 26.536237320607032, -24.269953190050806, -9.059837733987358
48000, 28.217957237707324, 27.43491624360709, 27.876210440852752, 27.395354187232957, -25.233101279298943, -9.834709886007564
49000, 26.620739822501726, 25.779665956993632, 26.254463813454922, 25.738566185324586, -24.21614579208166, -9.586563717017382
50000, 28.101365254239177, 27.496256321117006, 27.785454657092146, 27.339056929430612, -23.99592138659142, -10.225083997360432
51000, 26.086023334391875, 25.46533404448263, 25.723613920008017, 25.3411602790778, -23.16569876185061, -9.257207258436182
52000, 28.53499928988019, 27.839393321156685, 27.997565749506606, 27.600244247016533, -25.82133099531527, -9.902753346696494
53000, 26.436170529618067, 25.584111559380712, 26.02688119805264, 25.52513213941895, -24.321520191820156, -9.169083169363274
54000, 27.866117413798683, 27.134429571953042, 27.379810457011725, 26.983478254294894, -25.21097803214234, -9.616969112031278
55000, 27.817304108040517, 27.072200089271877, 27.30013125519643, 26.996109963403615, -25.057640769000944, -9.167735301856997
56000, 26.61735741711476, 25.890874730322242, 26.084521920451895, 25.74613455956062, -24.291145919176692, -8.290789823070284
57000, 24.41815252470613, 23.621912925349907, 24.039262623641036, 23.720980270983777, -21.796727663810838, -8.174849524470666
58000, 26.387987569061888, 25.738246921539726, 25.823819027351032, 25.716256220912683, -22.2421481474558, -10.168016271762095
59000, 25.691993746254745, 25.126223382661568, 25.097118248217733, 25.104882757293066, -21.917023712742306, -9.074720082923067
60000, 26.76509209697491, 26.107403629386496, 25.946679258615976, 26.209954852369453, -20.946149298415396, -9.932104512304262
